run,seed,arm,stable_row_id,dev_position,intervention_type,epoch18_prediction,epoch19_prediction,epoch20_prediction,selected_best_epoch,selected_prediction,frame_probability,frame_pass,predicate_coverage_probability,predicate_pass,sufficiency_probability,sufficiency_pass,polarity_margin,polarity_pass,entitlement_probability,entitlement_aggregation_pass,final_composition_pass,mechanism_bucket
seed183_joint,183,baseline,generated_fact_207__polarity_flip,503,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.226647,false,0.445371,false,0.994085,true,3.461592,true,0.100345,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_joint,183,baseline,generated_fact_210__polarity_flip,515,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.386727,false,0.452336,false,0.993445,true,3.481143,true,0.173784,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_joint,183,baseline,generated_fact_230__polarity_flip,563,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.397401,false,0.461822,false,0.994813,true,3.454209,true,0.182577,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_joint,183,baseline,generated_fact_241__polarity_flip,599,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.29562,false,0.311819,false,0.994967,true,3.418993,true,0.091716,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_joint,183,baseline,generated_fact_265__polarity_flip,635,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.195383,false,0.354784,false,0.994401,true,3.451264,true,0.068931,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,satellite_launch__none,24,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.262474,false,0.229321,false,0.993822,true,3.440918,true,0.059819,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_039__none,72,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.09154,false,0.276399,false,0.991085,true,3.542964,true,0.025076,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_073__none,108,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.145797,false,0.236476,false,0.993971,true,3.456007,true,0.03427,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_078__none,132,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.12111,false,0.249614,false,0.991334,true,3.502369,true,0.029969,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_086__none,168,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.176923,false,0.243682,false,0.992127,true,3.518764,true,0.042774,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_087__none,180,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.15033,false,0.284722,false,0.992953,true,3.514503,true,0.042501,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_102__none,216,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.093632,false,0.249447,false,0.989531,true,3.469104,true,0.023112,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_110__none,228,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.314294,false,0.248198,false,0.993449,true,3.525629,true,0.077496,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_121__none,276,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.114385,false,0.254764,false,0.993146,true,3.53567,true,0.028941,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_128__none,288,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.166122,false,0.23977,false,0.993225,true,3.547924,true,0.039561,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_135__none,300,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.138228,false,0.296934,false,0.992305,true,3.552778,true,0.040729,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_144__none,324,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.187136,false,0.286839,false,0.992229,true,3.449862,true,0.053261,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_151__polarity_flip,359,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.111298,false,0.264214,false,0.993131,true,3.503846,true,0.029204,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_153__polarity_flip,371,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.176962,false,0.324632,false,0.992129,true,3.518003,true,0.056995,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_155__polarity_flip,383,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.158953,false,0.255949,false,0.994286,true,3.528886,true,0.040451,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_158__polarity_flip,395,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.135625,false,0.251849,false,0.991491,true,3.526533,true,0.033866,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_165__polarity_flip,419,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.157468,false,0.31524,false,0.991408,true,3.559057,true,0.049214,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_174__polarity_flip,455,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.167506,false,0.309956,false,0.991799,true,3.456083,true,0.051494,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_176__polarity_flip,467,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.150069,false,0.25004,false,0.992918,true,3.571445,true,0.037257,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_186__polarity_flip,479,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.099909,false,0.242069,false,0.989125,true,3.466012,true,0.023922,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_195__polarity_flip,491,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.178751,false,0.335192,false,0.992785,true,3.537277,true,0.059484,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_207__polarity_flip,503,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.091775,false,0.279818,false,0.990606,true,3.538143,true,0.025439,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_210__polarity_flip,515,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.123222,false,0.247321,false,0.990954,true,3.482461,true,0.0302,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_221__polarity_flip,527,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.206288,false,0.304039,false,0.99394,true,3.516351,true,0.06234,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_225__polarity_flip,539,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.190689,false,0.31233,false,0.991683,true,3.575893,true,0.059063,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_227__polarity_flip,551,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.246681,false,0.252365,false,0.995125,true,3.399876,true,0.06195,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_241__polarity_flip,599,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.147784,false,0.243119,false,0.994154,true,3.450196,true,0.035719,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_265__polarity_flip,635,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.118082,false,0.275807,false,0.993628,true,3.523987,true,0.03236,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_273__polarity_flip,659,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.159134,false,0.3215,false,0.991908,true,3.562704,true,0.050748,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_287__polarity_flip,695,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.187649,false,0.249729,false,0.995157,true,3.423793,true,0.046634,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed183_frame_local_only,183,intervention,generated_fact_297__polarity_flip,707,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,20,NOT_ENTITLED,0.201648,false,0.308282,false,0.992385,true,3.515612,true,0.061691,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_joint,184,baseline,orion_approval__none,0,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.334286,false,0.302822,false,0.991254,true,3.258758,true,0.100344,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_joint,184,baseline,orion_approval__paraphrase,1,paraphrase,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.246511,false,0.644578,true,0.988286,true,2.925281,true,0.157034,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,museum_purchase__none,12,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.213419,false,0.652205,true,0.992832,true,3.342303,true,0.138195,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,museum_purchase__paraphrase,13,paraphrase,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.232114,false,0.774393,true,0.992005,true,3.266639,true,0.17831,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,satellite_launch__none,24,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.296762,false,0.540045,true,0.994095,true,3.451595,true,0.159319,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,satellite_launch__paraphrase,25,paraphrase,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.259511,false,0.688428,true,0.99372,true,3.403583,true,0.177532,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,language_program__none,60,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.314209,false,0.574319,true,0.994141,true,3.43648,true,0.179399,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,language_program__paraphrase,61,paraphrase,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.342173,false,0.63875,true,0.994757,true,3.469187,true,0.217417,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_039__none,72,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.162121,false,0.581568,true,0.993284,true,3.307431,true,0.093651,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_039__paraphrase,73,paraphrase,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.251231,false,0.761835,true,0.994226,true,3.378501,true,0.190291,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_073__none,108,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.264762,false,0.45259,false,0.994046,true,3.49017,true,0.119115,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_joint,184,baseline,generated_fact_078__none,132,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.322713,false,0.685321,true,0.994237,true,3.433671,true,0.219887,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_086__none,168,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.318956,false,0.606261,true,0.994502,true,3.359076,true,0.192308,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_086__paraphrase,169,paraphrase,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.298505,false,0.764812,true,0.9946,true,3.356073,true,0.227067,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_087__none,180,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.21879,false,0.560341,true,0.994414,true,3.407489,true,0.121912,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_102__none,216,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.265626,false,0.652307,true,0.993835,true,3.388254,true,0.172201,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_118__paraphrase,253,paraphrase,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.339213,false,0.665381,true,0.993417,true,3.406744,true,0.22422,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_120__none,264,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.312709,false,0.632008,true,0.994797,true,3.42115,true,0.196606,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_121__none,276,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.318256,false,0.571293,true,0.993794,true,3.441092,true,0.180689,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_135__none,300,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.220238,false,0.642004,true,0.993724,true,3.359247,true,0.140506,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_144__none,324,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.266125,false,0.626565,true,0.994488,true,3.381333,true,0.165826,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_146__none,336,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.308043,false,0.568037,true,0.994848,true,3.379004,true,0.174078,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_146__paraphrase,337,paraphrase,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.270201,false,0.709303,true,0.994234,true,3.287057,true,0.19055,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_151__polarity_flip,359,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.264646,false,0.635816,true,0.99366,true,3.397156,true,0.1672,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_158__polarity_flip,395,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.252802,false,0.593003,true,0.994287,true,3.35127,true,0.149056,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_174__polarity_flip,455,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.29819,false,0.702541,true,0.994328,true,3.401419,true,0.208303,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_186__polarity_flip,479,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.25425,false,0.609476,true,0.99358,true,3.389754,true,0.153964,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_195__polarity_flip,491,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.30297,false,0.651281,true,0.994459,true,3.363932,true,0.196225,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_207__polarity_flip,503,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.179303,false,0.588118,true,0.993431,true,3.328506,true,0.104758,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_230__polarity_flip,563,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.277047,false,0.552361,true,0.994812,true,3.370653,true,0.152236,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_240__polarity_flip,587,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.340586,false,0.659453,true,0.994423,true,3.401043,true,0.223348,false,false,FRAME_ONLY_FAILURE
seed184_joint,184,baseline,generated_fact_241__polarity_flip,599,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.294678,false,0.430216,false,0.994364,true,3.500318,true,0.126061,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_joint,184,baseline,generated_fact_265__polarity_flip,635,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.177793,false,0.428217,false,0.993931,true,3.403354,true,0.075672,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_joint,184,baseline,generated_fact_300__polarity_flip,719,polarity_flip,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,18,NOT_ENTITLED,0.280609,false,0.668259,true,0.994646,true,3.390114,true,0.186516,false,false,FRAME_ONLY_FAILURE
seed184_frame_local_only,184,intervention,satellite_launch__none,24,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,13,NOT_ENTITLED,0.394527,false,0.281144,false,0.987534,true,2.676677,true,0.109536,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_frame_local_only,184,intervention,reef_protection__none,48,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,13,NOT_ENTITLED,0.406982,false,0.306206,false,0.987565,true,2.620933,true,0.123071,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_frame_local_only,184,intervention,generated_fact_039__none,72,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,13,NOT_ENTITLED,0.351417,false,0.293557,false,0.984072,true,2.439268,true,0.101518,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_frame_local_only,184,intervention,generated_fact_045__none,84,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,13,NOT_ENTITLED,0.438885,false,0.386949,false,0.986433,true,2.531567,true,0.167522,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_frame_local_only,184,intervention,generated_fact_073__none,108,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,13,NOT_ENTITLED,0.4104,false,0.409874,false,0.983983,true,2.55196,true,0.165518,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_frame_local_only,184,intervention,generated_fact_075__none,120,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,13,NOT_ENTITLED,0.43386,false,0.395784,false,0.983709,true,2.493645,true,0.168917,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_frame_local_only,184,intervention,generated_fact_078__none,132,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,13,NOT_ENTITLED,0.389631,false,0.278766,false,0.985784,true,2.490395,true,0.107072,false,false,MULTI_LOCAL_CHANNEL_FAILURE
seed184_frame_local_only,184,intervention,generated_fact_080__none,144,none,NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,13,NOT_ENTITLED,0.450298,false,0.35849,false,0.98801,true,2.543403,true,0.159492,false,false,MULTI_LOCAL_CHANNEL_FAILURE
