seed,stable_row_id,dev_position,transition_role,intervention_type,joint_tail3_status,intervention_tail3_status,selected_class_transition,first_blocker,frame_increased_despite_harm,entitlement_increased_despite_harm,support_vs_ne_margin_decreased,in_stage196a_baseline_recurrent,in_stage196a_intervention_recurrent,in_stage196a_common_recurrent,in_stage196a_universal_all_six,joint_frame_value,intervention_frame_value,paired_frame_delta,joint_predicate_value,intervention_predicate_value,paired_predicate_delta,joint_sufficiency_value,intervention_sufficiency_value,paired_sufficiency_delta,joint_polarity_value,intervention_polarity_value,paired_polarity_delta,joint_entitlement_value,intervention_entitlement_value,paired_entitlement_delta,joint_support_vs_not_entitled_margin_value,intervention_support_vs_not_entitled_margin_value,paired_support_vs_not_entitled_margin_delta,joint_support_probability_value,intervention_support_probability_value,paired_support_probability_delta,joint_not_entitled_probability_value,intervention_not_entitled_probability_value,paired_not_entitled_probability_delta,frame_threshold_crossing,predicate_threshold_crossing,sufficiency_threshold_crossing,polarity_threshold_crossing,entitlement_threshold_crossing
183,generated_fact_080__none,144,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.6036784450213114,0.46386292576789856,-0.13981551925341285,0.5533944964408875,0.38780059417088825,-0.1655939022699992,0.9947516918182373,0.9940153956413269,-0.0007362961769104004,3.5119148890177407,3.5212349891662598,0.009320100148519028,0.33228082458178204,0.18546280016501746,-0.1468180244167646,0.5391967296600342,-0.13607033093770346,-0.6752670605977377,0.5278138915697733,0.37789053718249005,-0.14992335438728327,0.3079474866390228,0.4294557174046834,0.12150823076566059,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_155__polarity_flip,383,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5140913526217142,0.25464601814746857,-0.25944533447424567,0.5069769422213236,0.3302329083283742,-0.1767440338929494,0.9955187638600668,0.994704802831014,-0.0008139610290527344,3.4554500579833984,3.5741055011749268,0.11865544319152832,0.25929631292819977,0.08841923127571742,-0.17087708165248233,0.189535121122996,-0.6028248220682144,-0.7923599431912104,0.44733279943466187,0.28280045092105865,-0.1645323485136032,0.37009889880816144,0.5132303237915039,0.14313142498334247,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_128__none,288,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.513239582379659,0.2559957206249237,-0.25724386175473535,0.49137990673383075,0.30039764444033307,-0.19098226229349768,0.9949497977892557,0.9939369161923727,-0.001012881596883064,3.5284622510274253,3.583626906077067,0.05516465504964163,0.2509178916613261,0.0800253115594387,-0.1708925801018874,0.1571746269861857,-0.6417204091946284,-0.798895036180814,0.4411337574323018,0.275076299905777,-0.16605745752652484,0.37695125738779706,0.5199882884820303,0.1430370310942332,PASS_TO_FAIL,FAIL_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_285__polarity_flip,683,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.6458396712938944,0.3959115743637085,-0.24992809693018592,0.6067707141240438,0.40168766180674237,-0.20508305231730145,0.9952441056569418,0.9938048919041952,-0.001439213752746582,3.5680240790049234,3.6109944184621177,0.042970339457194306,0.39014943440755206,0.16265836109717688,-0.22749107331037519,0.8520053625106812,-0.23305613795916238,-1.0850615004698436,0.5967738032341003,0.3568839530150096,-0.23988985021909076,0.2548260986804962,0.44749705990155536,0.19267096122105914,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_089__none,192,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.6326562563578287,0.39373311400413513,-0.2389231423536936,0.517905980348587,0.35729743043581647,-0.16060854991277057,0.9956596295038859,0.9948872923851013,-0.0007723371187845496,3.4983174006144204,3.5398035844167075,0.04148618380228708,0.32635819911956787,0.14585156242052713,-0.18050663669904074,0.5236036578814188,-0.32719289263089496,-0.8507965505123138,0.5228994091351827,0.3376404444376628,-0.18525896469751996,0.3101116518179576,0.46418359875679016,0.15407194693883258,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_115__none,240,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5679100950558981,0.4512399633725484,-0.11667013168334966,0.6155686974525452,0.4921405216058095,-0.12342817584673565,0.9952155550320944,0.9955050547917684,0.00028949975967407227,3.06241242090861,3.4003698031107583,0.33795738220214844,0.3488076627254486,0.23079363505045572,-0.11801402767499289,0.539053201675415,0.06306510170300801,-0.47598809997240704,0.5179018874963125,0.420170118411382,-0.09773176908493048,0.30307072401046753,0.39289851983388263,0.0898277958234151,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_075__none,120,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.49225859840710956,0.382666418949763,-0.10959217945734656,0.5115065276622772,0.39610570669174194,-0.11540082097053528,0.9947462280591329,0.9938303033510844,-0.0009159247080485766,3.5102619330088296,3.606752554575602,0.09649062156677246,0.2507750789324443,0.1572747752070427,-0.09350030372540158,0.15007829666137695,-0.2595461805661519,-0.40962447722752887,0.43955037991205853,0.3520844876766205,-0.08746589223543805,0.37830671668052673,0.45201923449834186,0.07371251781781513,FAIL_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_273__polarity_flip,659,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.4462813635667165,0.24927137792110443,-0.19700998564561206,0.5995403528213501,0.3932594160238902,-0.2062809367974599,0.9943822026252747,0.9928726752599081,-0.0015095273653665808,3.490790923436483,3.6004520257314048,0.10966110229492188,0.26619718472162884,0.10167204216122627,-0.16452514256040257,0.2153181036313375,-0.5355380872885386,-0.7508561909198761,0.4543159306049347,0.2956579675277074,-0.1586579630772273,0.366333266099294,0.5015790263811747,0.13524576028188068,FAIL_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_274__polarity_flip,671,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5458055734634399,0.34940550724665326,-0.19640006621678668,0.5040206511815389,0.399457315603892,-0.10456333557764691,0.9947218100229899,0.9942104816436768,-0.000511328379313114,3.507798115412394,3.5461933612823486,0.038395245869954575,0.2732950250307719,0.1469147503376007,-0.1263802746931712,0.2759280999501546,-0.31899427374204,-0.5949223736921946,0.46677038073539734,0.3401786883672078,-0.1265916923681895,0.3542566994825999,0.4623877207438151,0.10813102126121521,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_165__polarity_flip,419,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.4488830467065175,0.23856639862060547,-0.21031664808591205,0.5826665361722311,0.37629379828770954,-0.20637273788452154,0.9944888750712076,0.992338756720225,-0.002150118350982666,3.504124561945597,3.5924845536549888,0.08835999170939157,0.2601918876171112,0.09238986919323604,-0.16780201842387515,0.19093110164006552,-0.5825357635815939,-0.7734668652216594,0.4488346079985301,0.2862839549779892,-0.1625506530205409,0.37083277106285095,0.509946862856547,0.13911409179369605,FAIL_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_262__polarity_flip,623,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.620323379834493,0.42421016097068787,-0.19611321886380517,0.5487378438313802,0.44873080650965375,-0.1000070373217265,0.9945700367291769,0.9950781464576721,0.0005081097284952429,3.377988258997599,3.4664876461029053,0.08849938710530614,0.33803650736808777,0.1996482809384664,-0.13838822642962137,0.5641098419825236,-0.07481221357981364,-0.6389220555623372,0.5294845104217529,0.3916635910669963,-0.13782091935475665,0.3013622562090556,0.4179936647415161,0.11663140853246051,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_161__polarity_flip,407,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.603158434232076,0.39095111687978107,-0.21220731735229498,0.591981848080953,0.39095539848009747,-0.20102644960085553,0.9956536491711935,0.9954947630564371,-0.0001588861147563403,3.48884916305542,3.515394369761149,0.02654520670572902,0.35544278224309284,0.15965298066536585,-0.195789801577727,0.663843035697937,-0.26363496979077655,-0.9274780054887135,0.5541699131329855,0.3513597051302592,-0.20281020800272626,0.28544952472050983,0.45250434676806134,0.1670548220475515,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_257__polarity_flip,611,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.6394644180933634,0.3944145341714223,-0.2450498839219411,0.5166853765646616,0.35940391818682355,-0.15728145837783808,0.9956957896550497,0.9949387311935425,-0.0007570584615071985,3.495361884435018,3.5374908447265625,0.04212896029154445,0.3290875057379405,0.14700850596030554,-0.18207899977763495,0.5389264225959778,-0.3216145535310109,-0.8605409761269887,0.5261098742485046,0.33880167206128436,-0.18730820218722027,0.3072955211003621,0.4631476402282715,0.15585211912790936,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_110__none,228,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5532023708025614,0.41889793674151105,-0.13430443406105036,0.4553536872069041,0.3248555362224579,-0.13049815098444623,0.9949906667073568,0.9940652052561442,-0.0009254614512126391,3.519725958506266,3.5536808172861734,0.03395485877990723,0.2505306005477905,0.14019394417603812,-0.11033665637175241,0.1558513045310974,-0.3485839168230693,-0.5044352213541667,0.44062668085098267,0.33271506428718567,-0.107911616563797,0.3770228127638499,0.4678964714209239,0.09087365865707397,PASS_TO_FAIL,FAIL_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_153__polarity_flip,371,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.435897837082545,0.2706845502058665,-0.16521328687667847,0.5761652787526449,0.40320414304733276,-0.17296113570531213,0.9943264126777649,0.9930886626243591,-0.0012377500534057617,3.4751136302948,3.555546204249064,0.08043257395426417,0.24996217091878256,0.1132617990175883,-0.13670037190119427,0.132925013701121,-0.4838793029387792,-0.6168043166399002,0.4357687532901764,0.3058199683825175,-0.12994878490765888,0.38152360916137695,0.49232161045074463,0.11079800128936768,FAIL_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_297__polarity_flip,707,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5213078061739603,0.30179516474405926,-0.21951264142990107,0.571245272954305,0.391813725233078,-0.17943154772122705,0.9945633212725321,0.9933159748713175,-0.0012473464012145996,3.489695151646932,3.558266003926595,0.06857085227966309,0.2965522011121114,0.12291727711757024,-0.17363492399454117,0.3620723485946655,-0.43616747359434765,-0.7982398221890132,0.48738574981689453,0.3154760201772054,-0.17190972963968915,0.33953844507535297,0.48379553357760113,0.14425708850224817,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_166__polarity_flip,431,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.6218823194503784,0.4059198200702667,-0.2159624993801117,0.5309186180432638,0.41300899783770245,-0.11790962020556134,0.9948328932126363,0.9949602882067362,0.00012739499409986088,3.4451696077982583,3.4845595359802246,0.039389928181966294,0.327976922194163,0.17600152641534805,-0.15197539577881497,0.5305439432462057,-0.1865426003932953,-0.717086543639501,0.5231262842814127,0.3678266704082489,-0.15529961387316382,0.3078527847925822,0.4382045865058899,0.13035180171330768,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_083__none,156,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5981226166089376,0.360614150762558,-0.23750846584637963,0.5958738923072815,0.41523481408754986,-0.18063907821973163,0.9955126841862997,0.9955631097157797,5.042552947998047e-05,3.460169712702433,3.5237043698628745,0.06353465716044138,0.35473474860191345,0.15699656556049982,-0.19773818304141363,0.6577991445859274,-0.2742401858170827,-0.9320393304030101,0.5520902474721273,0.3492444654305776,-0.20284578204154974,0.2861029307047526,0.45433247089385986,0.16822954018910724,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_227__polarity_flip,551,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.6964655717213949,0.35846441487471264,-0.33800115684668225,0.5459703604380289,0.35335839788119,-0.19261196255683893,0.9952253699302673,0.9953845143318176,0.00015914440155029297,2.979823430379232,3.448284387588501,0.46846095720926906,0.3781823416550954,0.13336095089713731,-0.24482139075795809,0.6763521631558737,-0.39840268592039746,-1.074754849076271,0.545432984828949,0.3233224054177602,-0.22211057941118878,0.2776016592979431,0.4764394561449687,0.19883779684702557,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
184,reef_protection__none,48,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.6009909311930338,0.409533550341924,-0.1914573808511098,0.6424650152524313,0.44531964262326557,-0.1971453726291657,0.9954816897710165,0.9918455481529236,-0.003636141618092892,3.5154507160186768,2.9123359521230063,-0.6031147638956704,0.38892418146133423,0.18243292470773062,-0.2064912567536036,0.8028203845024109,-0.27318209409713745,-1.0760024785995483,0.584101547797521,0.34544740120569867,-0.23865414659182232,0.2671232372522354,0.45276814699172974,0.18564490973949432,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
184,generated_fact_166__polarity_flip,431,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5878957509994507,0.4361601074536641,-0.15173564354578656,0.6193854908148447,0.4477735062440236,-0.1716119845708211,0.9945770700772604,0.9910212953885397,-0.003555774688720703,3.4909942944844565,2.9224580923716226,-0.568536202112834,0.36978306869665784,0.19927478830019632,-0.17050828039646151,0.7039961417516073,-0.1979085902372996,-0.9019047319889069,0.5610461433728536,0.36248796184857685,-0.1985581815242768,0.28545239567756653,0.43863004446029663,0.1531776487827301,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
184,generated_fact_115__paraphrase,241,INTERVENTION_INDUCED_HARM,paraphrase,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""SUPPORT""]",FINAL_COMPOSITION_BLOCKED,true,true,false,false,false,false,false,0.6784031987190247,0.934065043926239,0.25566184520721436,0.7356285651524862,0.881548543771108,0.14591997861862183,0.9947421153386434,0.9905331333478292,-0.004208981990814209,3.1899778048197427,0.9410496155420939,-2.248928189277649,0.5014143983523051,0.8145744999249777,0.3131601015726726,1.3085337380568187,1.8379295368989308,0.5293957988421121,0.6718558669090271,0.5789875288804373,-0.09286833802858985,0.19068463643391928,0.08576664328575134,-0.10491799314816794,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_PASS
184,generated_fact_128__paraphrase,289,INTERVENTION_INDUCED_HARM,paraphrase,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""SUPPORT""]",POLARITY_BLOCKED,true,true,false,false,false,false,false,0.42747639616330463,0.9747293790181478,0.5472529828548431,0.7806689143180847,0.905138631661733,0.12446971734364831,0.9950804114341736,0.9909360607465109,-0.004144350687662723,3.417020797729492,-0.46044329802195233,-3.8774640957514444,0.33657210568586987,0.8739056587219238,0.5373335530360539,0.5150472323099772,1.2920739029844601,0.7770266706744829,0.522027830282847,0.37575331578652066,-0.1462745144963264,0.3138387203216553,0.08291443685690562,-0.23092428346474964,FAIL_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_FAIL,FAIL_TO_PASS
