seed,stable_row_id,dev_position,analysis_view,gold_final_label,intervention_type,joint_selected_epoch,intervention_selected_epoch,joint_final_class_or_pattern,intervention_final_class_or_pattern,joint_tail3_status,intervention_tail3_status,paired_transition_class,propagation_category,first_blocker,joint_frame_value,intervention_frame_value,paired_frame_delta,joint_predicate_value,intervention_predicate_value,paired_predicate_delta,joint_sufficiency_value,intervention_sufficiency_value,paired_sufficiency_delta,joint_polarity_value,intervention_polarity_value,paired_polarity_delta,joint_entitlement_value,intervention_entitlement_value,paired_entitlement_delta,joint_support_vs_not_entitled_margin_value,intervention_support_vs_not_entitled_margin_value,paired_support_vs_not_entitled_margin_delta,joint_support_probability_value,intervention_support_probability_value,paired_support_probability_delta,joint_not_entitled_probability_value,intervention_not_entitled_probability_value,paired_not_entitled_probability_delta,frame_joint_pass,predicate_joint_pass,sufficiency_joint_pass,polarity_joint_pass,entitlement_joint_pass,frame_intervention_pass,predicate_intervention_pass,sufficiency_intervention_pass,polarity_intervention_pass,entitlement_intervention_pass,frame_threshold_crossing,predicate_threshold_crossing,sufficiency_threshold_crossing,polarity_threshold_crossing,entitlement_threshold_crossing,in_stage196a_baseline_recurrent,in_stage196a_intervention_recurrent,in_stage196a_common_recurrent,in_stage196a_universal_all_six
183,orion_approval__role_swap,5,selected,NOT_ENTITLED,role_swap,20,20,NOT_ENTITLED,NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,UNSTABLE,OTHER_TRANSITION,,,0.24233263731002808,0.24864482879638672,0.006312191486358643,0.22338098287582397,0.3180626928806305,0.09468171000480652,0.9928493499755859,0.9908096790313721,-0.002039670944213867,3.372936964035034,3.4512102603912354,0.07827329635620117,0.053745418787002563,0.07835783064365387,0.024612411856651306,-0.789384052157402,-0.6668581962585449,0.12252585589885712,0.247755229473114,0.2694575786590576,0.021702349185943604,0.5455668568611145,0.5249322652816772,-0.020634591579437256,false,false,true,true,false,false,false,true,true,false,FAIL_TO_FAIL,FAIL_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__role_swap,5,tail3,NOT_ENTITLED,role_swap,20,20,"[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]","[""SUPPORT"",""NOT_ENTITLED"",""NOT_ENTITLED""]",PERSISTENT_NOT_ENTITLED,UNSTABLE,OTHER_TRANSITION,,,0.29503922661145526,0.3797004322210948,0.08466120560963952,0.3161919315656026,0.4716126620769501,0.15542073051134747,0.9929025769233704,0.9919872482617696,-0.0009153286616007117,3.358337163925171,3.482252279917399,0.12391511599222804,0.0969618484377861,0.19039862851301828,0.09343678007523218,-0.5866265545288721,-0.11145190397898357,0.47517465054988856,0.28549763560295105,0.38428928454717,0.09879164894421893,0.5100508034229279,0.42431339621543884,-0.08573740720748901,false,false,true,true,false,false,false,true,true,false,FAIL_TO_FAIL,FAIL_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__title_name_swap,6,selected,NOT_ENTITLED,title_name_swap,20,20,NOT_ENTITLED,SUPPORT,PERSISTENT_NOT_ENTITLED,UNSTABLE,OTHER_TRANSITION,,,0.11400500684976578,0.567224383354187,0.45321937650442123,0.07066818326711655,0.4678899049758911,0.39722172170877457,0.9271354079246521,0.9875441789627075,0.06040877103805542,1.5730876922607422,2.622811794281006,1.0497241020202637,0.007469491567462683,0.26209279894828796,0.2546233073808253,-1.0100349131971598,0.07534348964691162,1.0853784028440714,0.21123716235160828,0.4114724099636078,0.2002352476119995,0.5799932479858398,0.3816097378730774,-0.19838351011276245,false,false,true,true,false,true,false,true,true,false,FAIL_TO_PASS,FAIL_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__title_name_swap,6,tail3,NOT_ENTITLED,title_name_swap,20,20,"[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]","[""REFUTE"",""SUPPORT"",""SUPPORT""]",PERSISTENT_NOT_ENTITLED,UNSTABLE,OTHER_TRANSITION,,,0.21322117994228998,0.6836379965146383,0.47041681657234835,0.16848272333542505,0.6824615399042765,0.5139788165688515,0.9482044577598572,0.9829871853192648,0.03478272755940759,-0.1792004108428955,1.1466922362645466,1.3258926471074421,0.04371002425129215,0.4712393482526143,0.42752932400132215,-0.9506306157757839,0.5929560859998068,1.5435867017755907,0.21433535714944205,0.42121781905492145,0.2068824619054794,0.5552921692530314,0.2447061985731125,-0.3105859706799189,false,false,true,false,false,true,true,true,true,false,FAIL_TO_PASS,FAIL_TO_PASS,PASS_TO_PASS,FAIL_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__predicate_swap,7,selected,NOT_ENTITLED,predicate_swap,20,20,NOT_ENTITLED,NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NE_BOTH,,,0.17072810232639313,0.33114495873451233,0.1604168564081192,0.14266331493854523,0.24848060309886932,0.1058172881603241,0.9897847771644592,0.9905475974082947,0.0007628202438354492,3.220313310623169,3.476653575897217,0.25634026527404785,0.024107828736305237,0.08150532841682434,0.057397499680519104,-3.4565823078155518,-3.178310990333557,0.27827131748199463,0.029732059687376022,0.03882075846195221,0.009088698774576187,0.942756712436676,0.9319376945495605,-0.010819017887115479,false,false,true,true,false,false,false,true,true,false,FAIL_TO_FAIL,FAIL_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__predicate_swap,7,tail3,NOT_ENTITLED,predicate_swap,20,20,"[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]","[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]",PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NE_BOTH,,,0.1903869460026423,0.4653289218743642,0.27494197587172187,0.19164187709490457,0.38328568637371063,0.19164380927880606,0.9901784062385559,0.9917115171750387,0.0015331109364827844,3.245213349660238,3.5084823767344155,0.26326902707417776,0.037121047576268516,0.18801779051621756,0.15089674293994904,-3.394635240236918,-2.6490890781084695,0.7455461621284485,0.03161651765306791,0.06939491629600525,0.03777839864293734,0.940418004989624,0.8977264364560446,-0.04269156853357947,false,false,true,true,false,false,false,true,true,false,FAIL_TO_FAIL,FAIL_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__evidence_deletion,8,selected,NOT_ENTITLED,evidence_deletion,20,20,NOT_ENTITLED,NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NE_BOTH,,,0.9567896127700806,0.9930111765861511,0.03622156381607056,0.9762153625488281,0.9698039293289185,-0.006411433219909668,0.004959792364388704,0.011384258046746254,0.00642446568235755,-1.6960487365722656,-1.9007984399795532,-0.2047497034072876,0.004632608499377966,0.010963338427245617,0.006330729927867651,-1.0278117584384745,-1.021217067784164,0.006594690654310398,0.2082105427980423,0.2084362655878067,0.0002257227897644043,0.5819365978240967,0.5787383317947388,-0.00319826602935791,true,true,false,false,false,true,true,false,false,false,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,FAIL_TO_FAIL,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__evidence_deletion,8,tail3,NOT_ENTITLED,evidence_deletion,20,20,"[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]","[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]",PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NE_BOTH,,,0.9608028928438822,0.9928288062413534,0.032025913397471184,0.9761929710706075,0.970434824625651,-0.005758146444956536,0.0054449209322532015,0.011238622479140759,0.005793701546887557,-1.7414181232452393,-1.799108584721883,-0.057690461476643806,0.005108484843124946,0.010828116598228613,0.005719631755103667,-1.0255475008307258,-1.0195858930431616,0.00596160778756416,0.2084385852018992,0.2086929827928543,0.0002543975909551077,0.5812564094861349,0.5785064101219177,-0.0027499993642171594,true,true,false,false,false,true,true,false,false,false,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,FAIL_TO_FAIL,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__evidence_truncation,9,selected,NOT_ENTITLED,evidence_truncation,20,20,NOT_ENTITLED,NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NE_BOTH,,,0.9362727999687195,0.9771170020103455,0.04084420204162598,0.9615683555603027,0.9620804190635681,0.0005120635032653809,0.003991370089352131,0.019186116755008698,0.015194746665656567,-1.7182687520980835,-2.736624002456665,-1.0183552503585815,0.003593391738831997,0.01803619973361492,0.014442807994782925,-1.028714046900859,-1.0123056364245713,0.016408410476287827,0.20817461609840393,0.208223357796669,4.8741698265075684e-05,0.5823614597320557,0.5730178952217102,-0.009343564510345459,true,true,false,false,false,true,true,false,false,false,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,FAIL_TO_FAIL,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__evidence_truncation,9,tail3,NOT_ENTITLED,evidence_truncation,20,20,"[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]","[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]",PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NE_BOTH,,,0.9435086250305176,0.9751957257588705,0.0316871007283529,0.9629274209340414,0.9664400219917297,0.003512601057688358,0.004773343758036693,0.019211728125810623,0.014438384367773931,-1.9035645723342896,-2.6490391890207925,-0.7454746166865029,0.00434276166682442,0.018106780325373013,0.013764018658548594,-1.026100716573031,-1.0102260995966692,0.015874616976361722,0.20839490989844003,0.20853398740291595,0.0001390775044759207,0.5814564824104309,0.5726802945137024,-0.008776187896728516,true,true,false,false,false,true,true,false,false,false,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,FAIL_TO_FAIL,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__irrelevant_evidence,10,selected,NOT_ENTITLED,irrelevant_evidence,20,20,NOT_ENTITLED,NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NE_BOTH,,,0.014454968273639679,0.01325336191803217,-0.0012016063556075096,0.013676793314516544,0.025061560794711113,0.011384767480194569,0.011649484746158123,0.01935083419084549,0.0077013494446873665,0.35895103216171265,0.820248544216156,0.46129751205444336,2.303075461895787e-06,6.427378593798494e-06,4.124303131902707e-06,-1.0327398680415172,-1.0329289478891042,-0.0001890798475869815,0.2079542577266693,0.20793147385120392,-2.2783875465393066e-05,0.5840916633605957,0.5841381549835205,4.649162292480469e-05,false,false,false,true,false,false,false,false,true,false,FAIL_TO_FAIL,FAIL_TO_FAIL,FAIL_TO_FAIL,PASS_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__irrelevant_evidence,10,tail3,NOT_ENTITLED,irrelevant_evidence,20,20,"[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]","[""NOT_ENTITLED"",""NOT_ENTITLED"",""NOT_ENTITLED""]",PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,PERSISTENT_NE_BOTH,,,0.01621457189321518,0.015584182304640612,-0.0006303895885745679,0.01463409730543693,0.029502809047698975,0.014868711742262045,0.01295583788305521,0.020305834710597992,0.007349996827542782,0.35254186391830444,0.772945245107015,0.42040338118871057,3.1261308019262892e-06,9.562441088443544e-06,6.436310286517255e-06,-1.0309801047478306,-1.0311625326432174,-0.00018242789538680526,0.20816806455453238,0.20814616481463113,-2.1899739901243276e-05,0.5836640993754069,0.583709200223287,4.510084788011959e-05,false,false,false,true,false,false,false,false,true,false,FAIL_TO_FAIL,FAIL_TO_FAIL,FAIL_TO_FAIL,PASS_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,orion_approval__polarity_flip,11,selected,REFUTE,polarity_flip,20,20,REFUTE,REFUTE,PERSISTENT_REFUTE,PERSISTENT_REFUTE,PERSISTENT_REFUTE_BOTH,,,0.8066472411155701,0.9392321109771729,0.13258486986160278,0.8131207227706909,0.9310538172721863,0.11793309450149536,0.8383551836013794,0.9142423868179321,0.07588720321655273,-3.580406904220581,-3.4295666217803955,0.15084028244018555,0.5498785376548767,0.7994827032089233,0.24960416555404663,-0.4023793116211891,-0.06357544660568237,0.33880386501550674,0.10354780405759811,0.05687715485692024,-0.04667064920067787,0.15484313666820526,0.0606105700135231,-0.09423256665468216,true,true,true,false,true,true,true,true,false,true,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,PASS_TO_PASS,false,false,false,false
183,orion_approval__polarity_flip,11,tail3,REFUTE,polarity_flip,20,20,"[""REFUTE"",""REFUTE"",""REFUTE""]","[""REFUTE"",""REFUTE"",""REFUTE""]",PERSISTENT_REFUTE,PERSISTENT_REFUTE,PERSISTENT_REFUTE_BOTH,,,0.8513267040252686,0.9427703619003296,0.09144365787506104,0.8549931645393372,0.9514181017875671,0.09642493724822998,0.8214282194773356,0.8509974877039591,0.029569268226623535,-3.5799761613210044,-3.3470425605773926,0.2329336007436118,0.5983628630638123,0.7624146342277527,0.16405177116394043,-0.342499740421772,-0.09185756246248881,0.2506421779592832,0.09185941517353058,0.06782954682906468,-0.024029868344465896,0.1304218297203382,0.07571759323279063,-0.05470423648754756,true,true,true,false,true,true,true,true,false,true,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,PASS_TO_PASS,false,false,false,false
183,museum_purchase__none,12,selected,SUPPORT,none,20,20,NOT_ENTITLED,NOT_ENTITLED,UNSTABLE,UNSTABLE,OTHER_TRANSITION,PREDICATE_BLOCKED,PREDICATE_BLOCKED,0.37280339002609253,0.5660158395767212,0.19321244955062866,0.37877899408340454,0.363166481256485,-0.015612512826919556,0.9944215416908264,0.9953452944755554,0.0009237527847290039,3.5307798385620117,3.3987081050872803,-0.13207173347473145,0.14042235910892487,0.20460116863250732,0.06417880952358246,-0.36863064765930176,-0.07187193632125854,0.2967587113380432,0.3273497223854065,0.388590544462204,0.061240822076797485,0.4732670187950134,0.41754743456840515,-0.055719584226608276,false,false,true,true,false,true,false,true,true,false,FAIL_TO_PASS,FAIL_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,museum_purchase__none,12,tail3,SUPPORT,none,20,20,"[""SUPPORT"",""NOT_ENTITLED"",""NOT_ENTITLED""]","[""SUPPORT"",""SUPPORT"",""NOT_ENTITLED""]",UNSTABLE,UNSTABLE,OTHER_TRANSITION,ENTITLEMENT_AGGREGATION_BLOCKED,ENTITLEMENT_AGGREGATION_BLOCKED,0.41833682854970294,0.6673795580863953,0.24904272953669232,0.44011983275413513,0.5005895098050436,0.060469677050908444,0.9943399429321289,0.9954841335614523,0.0011441906293233606,3.4799110094706216,3.3599820931752524,-0.11992891629536917,0.1857151041428248,0.34040141105651855,0.15468630691369376,-0.15116379658381143,0.594110389550527,0.7452741861343384,0.37296990553538006,0.5312811632951101,0.15831125775973004,0.43259622653325397,0.30132417877515155,-0.13127204775810242,false,false,true,true,false,true,true,true,true,false,FAIL_TO_PASS,FAIL_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,museum_purchase__paraphrase,13,selected,SUPPORT,paraphrase,20,20,SUPPORT,SUPPORT,STABLE_SUPPORT,STABLE_SUPPORT,STABLE_SUPPORT_BOTH,PROPAGATED_TO_SUPPORT,,0.48572033643722534,0.8585575819015503,0.37283724546432495,0.4985240399837494,0.44235387444496155,-0.05617016553878784,0.9938644766807556,0.9952148199081421,0.0013503432273864746,3.496152877807617,3.213292121887207,-0.28286075592041016,0.24065758287906647,0.3779689371585846,0.13731135427951813,0.0952305793762207,0.6974724531173706,0.6022418737411499,0.42729923129081726,0.5571983456611633,0.12989911437034607,0.38848477602005005,0.2773967683315277,-0.11108800768852234,false,false,true,true,false,true,false,true,true,false,FAIL_TO_PASS,FAIL_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL,false,false,false,false
183,museum_purchase__paraphrase,13,tail3,SUPPORT,paraphrase,20,20,"[""SUPPORT"",""SUPPORT"",""SUPPORT""]","[""SUPPORT"",""SUPPORT"",""SUPPORT""]",STABLE_SUPPORT,STABLE_SUPPORT,STABLE_SUPPORT_BOTH,PROPAGATED_TO_SUPPORT,,0.5174020528793335,0.8749107519785563,0.3575086990992228,0.5362644096215566,0.5796787440776825,0.04341433445612586,0.9937991499900818,0.9951263467470804,0.001327196756998661,3.457181771596273,3.1512153148651123,-0.30596645673116063,0.27715295056502026,0.5056045850118002,0.2284516344467799,0.2700687646865845,1.3179545402526855,1.047885775566101,0.4657510717709859,0.6710004409154257,0.20524936914443975,0.3559640645980835,0.19107818603515625,-0.16488587856292725,true,true,true,true,false,true,true,true,true,true,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_PASS,false,false,false,false
