seed,epoch,is_tail3_epoch,joint_selected_epoch,intervention_selected_epoch,is_joint_selected_epoch,is_intervention_selected_epoch,mean_delta_frame_gold_support,mean_delta_predicate_gold_support,mean_delta_sufficiency_gold_support,mean_delta_polarity_gold_support,mean_delta_entitlement_gold_support,mean_delta_support_vs_ne_margin_gold_support,frame_fail_to_pass_count,frame_pass_to_fail_count,support_rescue_count,support_harm_count,false_not_entitled_delta,false_entitlement_delta,common_recurrent_frame_delta,common_recurrent_entitlement_delta,common_recurrent_support_vs_ne_margin_delta
183,15,false,20,20,false,false,-0.16528116283791788,-0.07516467202915235,0.0006264160188396325,0.028712311487519338,-0.10895501910133308,-0.4997922794872455,1,22,1,30,27,-47,-0.09531981772498081,-0.06376799254825241,-0.269118352940208
183,16,false,20,20,false,false,0.02351312657420555,0.08032902874303667,-0.0007388685526472799,-0.19214562619670053,0.0601165248604303,0.24972485390941748,10,2,11,11,-4,31,0.030506755176343416,0.027866591356302563,0.17252060614134135
183,17,false,20,20,false,false,0.14521246227655518,0.12184524670075834,-0.0007807357927386681,-0.28549154554859973,0.1562447106737769,0.6715877685654029,19,2,29,4,-30,95,0.11765989425935243,0.08506885053295839,0.454196013902363
183,18,true,20,20,false,false,0.06885354505496079,-0.0032590587487381496,-0.0002426833249209972,-0.13476430967952427,0.057522427416249605,0.22260608699884307,11,15,7,13,4,63,0.05143711755150243,0.02179802875769766,0.1429661512374878
183,19,true,20,20,false,false,0.040238843707556135,-0.0677911803293764,-0.00041536199912596284,-0.0955219121461504,0.003967582216758406,-0.01923604125387213,10,18,6,26,19,2,-0.012599448624410127,-0.023068033746982877,-0.09054521275194068
183,20,true,20,20,true,true,-0.06202657043599011,-0.15971983014867547,-0.0012527704238891602,-0.1796299379863096,-0.08358984026178885,-0.44831123655096866,8,23,3,32,28,-28,-0.13624321316417895,-0.08301982479660135,-0.3826484448815647
184,1,false,18,13,false,false,-0.21967200859543984,0.016970404748166544,-0.03512570697270083,0.40280414297339623,-0.1510031149628457,-0.31583451161558707,0,0,0,0,0,0,-0.21646364092042572,-0.14940084164079867,-0.3161187242520483
184,2,false,18,13,false,false,-0.006555667419112131,0.12069574299823033,0.015379236655288868,-1.0389957990539207,0.05438377130567358,0.07443180981646763,12,15,0,0,-2,12,-0.02283965600164313,0.04870096045105081,0.06391202540774095
184,3,false,18,13,false,false,0.34883274456088464,0.034166520566083075,0.1852857433678059,1.0270431068506134,0.2519406347294872,0.820238426662563,46,0,89,0,-89,349,0.34522818264208344,0.24279272242596275,0.7994981008140665
184,4,false,18,13,false,false,0.361251157321287,-0.20565441317772598,-0.055072345760431185,0.7866279342201319,0.04783744172433789,0.17954122618343052,84,0,8,0,-7,12,0.3530513330509788,0.04682562068889016,0.17680943482800535
184,5,false,18,13,false,false,0.1873339864979969,-0.12592797868707206,-0.20169235213419026,-0.08565952402822087,-0.007001733428306794,-0.04437110715367821,35,0,0,0,0,-9,0.18244828126932444,0.0005350418780979357,-0.01712846206991296
184,6,false,18,13,false,false,-0.08766518382543928,0.026395892159322674,-0.09845601574758465,0.19360606590013826,-0.054215032398031,-0.17002460142869627,0,20,0,0,13,-28,-0.05478331995637793,-0.02830043944873308,-0.09906904164113496
184,7,false,18,13,false,false,-0.09933897702211744,0.14873376053370788,-0.029090496931183204,-1.131854443067915,-0.021544010116812888,-0.09554753494396638,0,24,0,19,18,-1,-0.041393094156917776,0.02336292713880539,0.046543930706224944
184,8,false,18,13,false,false,-0.004282365354259362,0.13697533694545874,-0.0009209466784187917,-1.2779345418630021,0.030830965157640115,0.15064723069748182,0,19,0,18,8,39,0.07717131313524749,0.09253969259167973,0.3303741028434352
184,9,false,18,13,false,false,0.08590752756997441,0.04026384534460775,0.0011618157451072436,-0.9951573838008924,0.04310734222611685,0.18720886688888744,6,3,4,4,-4,39,0.18914347259621872,0.11634545067423269,0.4408981258931913
184,10,false,18,13,false,false,0.018085643146814923,-0.1867704073364815,-0.005214857921171724,-0.7522435375813687,-0.11544876704724986,-0.4523805964193987,27,0,0,30,27,-55,0.16025584308724655,0.00818076180784326,0.011839134912741812
184,11,false,18,13,false,false,0.16208331973365184,-0.1263999342918396,-0.010125159547570046,-0.5045291426476468,-0.018568436876776513,-0.16315708585669486,55,0,1,10,7,-9,0.288413762261993,0.0537566199506584,0.16733395504324058
184,12,false,18,13,false,false,0.09680289934190471,-0.1295581938845388,-0.014555193065257554,-0.3624418746219592,-0.04075603061512615,-0.2716524294588003,32,1,3,12,7,-6,0.22911207770046435,0.03711178545889102,0.0918051827895014
184,13,false,18,13,false,true,0.07328202433130715,-0.08239930064490672,-0.0118169141619393,-0.388391741206137,-0.009513568593544906,-0.1510010107179706,9,4,5,7,2,1,0.18017922890813728,0.04221303408083163,0.1153901407593175
184,14,false,18,13,false,false,0.005811491541648179,-0.06700663787595341,-0.008511840627434548,-0.6117931470442354,-0.02279786640003826,-0.2248358173986499,5,7,1,10,8,-7,0.09020391420314186,0.015006829249231439,0.013169120801122565
184,15,false,18,13,false,false,-0.10903682886214738,-0.047167743859666114,-0.006082731686281354,-0.8198485133353244,-0.07333462254217502,-0.47542599881632946,3,20,1,27,22,-32,-0.029689492363678783,-0.03166133263393452,-0.18492610125165238
184,16,false,18,13,false,false,-0.06359938959057411,0.10633838796213771,-0.004441439435723123,-1.0669461836975611,0.02681661941362231,-0.08038387070880847,11,15,8,16,1,-6,-0.030351407433810988,0.0050857941571034885,-0.015004552508655348
184,17,false,18,13,false,false,-0.10252377708976189,-0.14269820357976334,-0.004505147424976478,-1.1773239534892392,-0.1047496512699663,-0.7733235464672025,7,29,0,56,46,-83,-0.10732618915407281,-0.11758650878542348,-0.5848843471000069
184,18,true,18,13,true,false,0.12562738141317045,-0.0795374901107188,-0.00427482771069816,-1.2916697906644157,0.0869568314277724,0.006940595805644989,22,9,9,36,16,5,0.06175019160697335,-0.00014957158189070853,-0.05902418494224548
184,19,true,18,13,false,false,0.25204190829496703,0.18633904433652257,-0.003605432054969702,-1.0009643254655132,0.2404285092116072,0.7850798793304502,31,2,23,4,-23,29,0.14008385335144244,0.08514937792757624,0.32794658624027906
184,20,true,18,13,false,false,0.07557905230964168,-0.045525941118765414,-0.00577369700656848,-0.7744154662228702,0.05932503199895446,0.06527337750022331,19,8,12,18,5,-5,-0.026681571022460337,-0.010581606018700097,-0.09400739442361028
185,1,false,20,20,false,false,0.15601730949423287,0.019542984078439435,-0.020925291468588153,0.34167168247565793,0.03843560086542301,0.09315182235133782,0,0,0,0,0,0,0.15201616600940102,0.03431834202063711,0.08311880850478222
185,2,false,20,20,false,false,0.32198328549942273,-0.06602000788356481,-0.003140136097254378,-0.5946778983212588,0.08697009471695075,0.19008584169859297,11,0,39,0,-42,126,0.31997230962703105,0.08301263812341188,0.1771561926917026
185,3,false,20,20,false,false,0.3287458357851157,-0.11482791150553842,0.027385540892568866,0.31399897377142744,0.1447236735499307,0.47279900931910185,88,0,3,0,-3,1,0.33321195448699753,0.14615168893023542,0.4776744952327327
185,4,false,20,20,false,false,0.011852232257971603,-0.1562729189904888,-0.04491988326726335,0.21741719058390413,-0.03469911812061674,-0.10530366472313914,0,0,0,0,0,0,0.01940431406623439,-0.030535620686255004,-0.09471495763251656
185,5,false,20,20,false,false,-0.15125107865655021,-0.045844513378786235,-0.02139132076434875,0.39147479212685915,-0.10342658913872216,-0.33260100108853885,0,5,0,15,17,-16,-0.13569746754671397,-0.09440354375462782,-0.3082230467545359
185,6,false,20,20,false,false,-0.16339379147197422,0.16743855295556315,0.0006024047230066878,-1.0294760746902294,-0.02651927854572789,-0.17005850793270583,0,43,0,31,27,-36,-0.13737806991526955,-0.012566641757362768,-0.113924514306219
185,7,false,20,20,false,false,-0.10392591625117184,0.09274934115034811,-0.006953972778963239,1.349032949865534,-0.013115760650527612,0.12815599428134017,0,52,24,1,-1,9,-0.06078125458014639,0.009177691058108681,0.17187129039513438
185,8,false,20,20,false,false,0.0915468939569559,0.07727839772620898,-0.01794483018725106,-0.7840749601299843,0.059411053451594344,0.23028320107567177,42,0,5,4,-9,17,0.15366379053969131,0.08593371647753213,0.3351977671447553
185,9,false,20,20,false,false,0.21640671170159673,-0.08800630020291618,-0.027110019426667287,-0.1443813503458259,0.040177834921338584,0.2434365421198727,69,0,19,0,-19,70,0.29596000831378133,0.0849553362319344,0.40208779196990163
185,10,false,20,20,false,false,0.19721299527066477,-0.16931663202435782,-0.019905863183268,-0.08477498842089363,0.01874951428074515,0.21820073013895014,61,0,33,2,-30,151,0.30966754414533315,0.09965796552990612,0.4586553848103473
185,11,false,20,20,false,false,0.29409379470214414,-0.17748203806662827,-0.007273379336582141,0.17286848754025577,0.07820364548249191,0.44166483462191697,73,0,47,0,-47,177,0.4103255366024218,0.15545002900456129,0.7247016967127198
185,12,false,20,20,false,false,0.3896680631664362,-0.03918412947252895,0.0011890791775135512,-0.3623815721340394,0.1401704257416926,0.6031643128378338,86,0,34,2,-34,99,0.46972649740545375,0.16224816118023896,0.7334443191556554
185,13,false,20,20,false,false,0.3162465046965674,0.018856189559014996,0.004883212319920572,-0.2358919850895914,0.11419247640192173,0.4963061533282312,81,0,21,2,-21,47,0.4080818918974776,0.1336893184894794,0.6033289783487195
185,14,false,20,20,false,false,0.08535973577017195,0.07321106768056249,0.005308397700277607,-0.02873275119267153,0.05036003741153171,0.22576207659217748,13,4,21,1,-20,74,0.23940270511727585,0.12395781180576275,0.5614280171300235
185,15,false,20,20,false,false,-0.20534245016869535,-0.05584545450264149,0.0028699730219465965,0.5281118623326334,-0.164723247373372,-0.7016487608799774,0,57,4,31,31,-49,-0.04055315099264446,-0.02638711701882513,-0.1601120186479468
185,16,false,20,20,false,false,-0.2628633610987931,-0.1042030406801888,0.0010672941636503412,0.3990152002720351,-0.21305856468637338,-0.9932435879881463,0,66,0,45,45,-85,-0.1090988532492989,-0.08486946946696232,-0.44182155634227555
185,17,false,20,20,false,false,-0.11632167623284158,-0.0107746660039666,0.0009357011720035852,0.006314557589841693,-0.06920264452026131,-0.3590566981374548,0,34,0,15,14,-11,0.016247269354368512,-0.008098529749795011,-0.04788645160825629
185,18,true,20,20,false,false,0.08372338551483798,0.11654696303806948,0.0013155789857500055,0.015320310431919741,0.08765107330478979,0.43206554316402823,7,7,19,4,-16,33,0.1468584043414969,0.06270668283104897,0.3056875545727579
185,19,true,20,20,false,false,0.1518810172094388,0.10869197597664394,0.0006134088119764007,0.03976160220885545,0.12912698684448606,0.6412784217783575,22,2,27,1,-26,49,0.19290086940715187,0.08025077926485162,0.393657049066142
185,20,true,20,20,true,true,0.08583686810530973,-0.03162643480836676,-0.0005029553777716133,-0.013328137022725652,0.04525504202655192,0.19447227240948195,22,4,6,15,9,39,0.1472816726094798,0.02515312245017604,0.1142603033467343
