seed,recurrent_set,stable_row_id,dev_position,intervention_type,selected_joint_frame,selected_intervention_frame,selected_frame_delta,selected_propagation_category,tail3_joint_frame,tail3_intervention_frame,tail3_frame_delta,tail3_joint_status,tail3_intervention_status,tail3_propagation_category
183,stage196a_baseline_recurrent,generated_fact_210__polarity_flip,515,polarity_flip,0.3867274820804596,0.12322217971086502,-0.2635053023695946,,0.34920812646547955,0.22210828214883804,-0.1270998443166415,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_baseline_recurrent,generated_fact_230__polarity_flip,563,polarity_flip,0.3974010944366455,0.3333602249622345,-0.06404086947441101,,0.3873572846253713,0.4566122690836589,0.0692549844582876,PERSISTENT_NOT_ENTITLED,UNSTABLE,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_baseline_recurrent,generated_fact_241__polarity_flip,599,polarity_flip,0.2956202030181885,0.14778444170951843,-0.14783576130867004,,0.3095076084136963,0.25690139333407086,-0.05260621507962543,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_baseline_recurrent,generated_fact_265__polarity_flip,635,polarity_flip,0.19538308680057526,0.11808177828788757,-0.07730130851268768,,0.20801767706871033,0.21039731800556183,0.0023796409368515015,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_intervention_recurrent,satellite_launch__none,24,none,0.32152050733566284,0.2624741494655609,-0.05904635787010193,,0.31923991441726685,0.39000681042671204,0.07076689600944519,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_intervention_recurrent,satellite_launch__paraphrase,25,paraphrase,0.35092273354530334,0.6801531910896301,0.3292304575443268,PREDICATE_BLOCKED,0.361735204855601,0.7414296269416809,0.3796944220860799,PERSISTENT_NOT_ENTITLED,UNSTABLE,PREDICATE_BLOCKED
183,stage196a_intervention_recurrent,generated_fact_039__none,72,none,0.21069014072418213,0.09154031425714493,-0.1191498264670372,,0.20926640431086221,0.16350543250640234,-0.04576097180445987,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_073__none,108,none,0.3117595613002777,0.14579744637012482,-0.1659621149301529,,0.32135043541590375,0.25463705758253735,-0.0667133778333664,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_086__none,168,none,0.4368119239807129,0.176923006772995,-0.2598889172077179,,0.417229562997818,0.26610496640205383,-0.15112459659576416,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_087__none,180,none,0.24990074336528778,0.1503303050994873,-0.09957043826580048,,0.24860350787639618,0.26160677274068195,0.013003264864285768,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_intervention_recurrent,generated_fact_102__none,216,none,0.3964122533798218,0.09363242983818054,-0.30277982354164124,,0.35188085834185284,0.16595670084158579,-0.18592415750026706,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_121__none,276,none,0.321209579706192,0.11438511312007904,-0.20682446658611298,,0.3244359989960988,0.19888280828793845,-0.12555319070816037,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_135__none,300,none,0.2867308259010315,0.13822846114635468,-0.14850236475467682,,0.2828803062438965,0.2396721492211024,-0.0432081570227941,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_144__none,324,none,0.35900014638900757,0.18713560700416565,-0.17186453938484192,,0.3314237693945567,0.31052730480829877,-0.020896464586257935,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_146__none,336,none,0.4561792016029358,0.31398722529411316,-0.14219197630882263,,0.43973540266354877,0.4359776775042216,-0.003757725159327152,PERSISTENT_NOT_ENTITLED,UNSTABLE,
183,stage196a_intervention_recurrent,generated_fact_151__polarity_flip,359,polarity_flip,0.22799786925315857,0.11129757016897202,-0.11670029908418655,,0.23837860922018686,0.19609877715508142,-0.04227983206510544,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_158__polarity_flip,395,polarity_flip,0.33812493085861206,0.13562527298927307,-0.202499657869339,,0.3267081081867218,0.21193456649780273,-0.11477354168891907,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_172__polarity_flip,443,polarity_flip,0.39276790618896484,0.18120229244232178,-0.21156561374664307,,0.38220999638239544,0.309895525376002,-0.07231447100639343,PERSISTENT_NOT_ENTITLED,UNSTABLE,
183,stage196a_intervention_recurrent,generated_fact_186__polarity_flip,479,polarity_flip,0.38716429471969604,0.0999094545841217,-0.28725484013557434,,0.34447987874348956,0.18069385985533395,-0.1637860188881556,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_207__polarity_flip,503,polarity_flip,0.2266474962234497,0.09177516400814056,-0.13487233221530914,,0.22239157060782114,0.15908930202325186,-0.06330226858456928,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_230__polarity_flip,563,polarity_flip,0.3974010944366455,0.3333602249622345,-0.06404086947441101,,0.3873572846253713,0.4566122690836589,0.0692549844582876,PERSISTENT_NOT_ENTITLED,UNSTABLE,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_intervention_recurrent,generated_fact_241__polarity_flip,599,polarity_flip,0.2956202030181885,0.14778444170951843,-0.14783576130867004,,0.3095076084136963,0.25690139333407086,-0.05260621507962543,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_intervention_recurrent,generated_fact_265__polarity_flip,635,polarity_flip,0.19538308680057526,0.11808177828788757,-0.07730130851268768,,0.20801767706871033,0.21039731800556183,0.0023796409368515015,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_common_recurrent,satellite_launch__none,24,none,0.32152050733566284,0.2624741494655609,-0.05904635787010193,,0.31923991441726685,0.39000681042671204,0.07076689600944519,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_common_recurrent,satellite_launch__paraphrase,25,paraphrase,0.35092273354530334,0.6801531910896301,0.3292304575443268,PREDICATE_BLOCKED,0.361735204855601,0.7414296269416809,0.3796944220860799,PERSISTENT_NOT_ENTITLED,UNSTABLE,PREDICATE_BLOCKED
183,stage196a_common_recurrent,generated_fact_039__none,72,none,0.21069014072418213,0.09154031425714493,-0.1191498264670372,,0.20926640431086221,0.16350543250640234,-0.04576097180445987,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_073__none,108,none,0.3117595613002777,0.14579744637012482,-0.1659621149301529,,0.32135043541590375,0.25463705758253735,-0.0667133778333664,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_086__none,168,none,0.4368119239807129,0.176923006772995,-0.2598889172077179,,0.417229562997818,0.26610496640205383,-0.15112459659576416,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_087__none,180,none,0.24990074336528778,0.1503303050994873,-0.09957043826580048,,0.24860350787639618,0.26160677274068195,0.013003264864285768,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_common_recurrent,generated_fact_102__none,216,none,0.3964122533798218,0.09363242983818054,-0.30277982354164124,,0.35188085834185284,0.16595670084158579,-0.18592415750026706,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_121__none,276,none,0.321209579706192,0.11438511312007904,-0.20682446658611298,,0.3244359989960988,0.19888280828793845,-0.12555319070816037,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_135__none,300,none,0.2867308259010315,0.13822846114635468,-0.14850236475467682,,0.2828803062438965,0.2396721492211024,-0.0432081570227941,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_144__none,324,none,0.35900014638900757,0.18713560700416565,-0.17186453938484192,,0.3314237693945567,0.31052730480829877,-0.020896464586257935,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_146__none,336,none,0.4561792016029358,0.31398722529411316,-0.14219197630882263,,0.43973540266354877,0.4359776775042216,-0.003757725159327152,PERSISTENT_NOT_ENTITLED,UNSTABLE,
183,stage196a_common_recurrent,generated_fact_151__polarity_flip,359,polarity_flip,0.22799786925315857,0.11129757016897202,-0.11670029908418655,,0.23837860922018686,0.19609877715508142,-0.04227983206510544,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_158__polarity_flip,395,polarity_flip,0.33812493085861206,0.13562527298927307,-0.202499657869339,,0.3267081081867218,0.21193456649780273,-0.11477354168891907,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_172__polarity_flip,443,polarity_flip,0.39276790618896484,0.18120229244232178,-0.21156561374664307,,0.38220999638239544,0.309895525376002,-0.07231447100639343,PERSISTENT_NOT_ENTITLED,UNSTABLE,
183,stage196a_common_recurrent,generated_fact_186__polarity_flip,479,polarity_flip,0.38716429471969604,0.0999094545841217,-0.28725484013557434,,0.34447987874348956,0.18069385985533395,-0.1637860188881556,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_207__polarity_flip,503,polarity_flip,0.2266474962234497,0.09177516400814056,-0.13487233221530914,,0.22239157060782114,0.15908930202325186,-0.06330226858456928,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_230__polarity_flip,563,polarity_flip,0.3974010944366455,0.3333602249622345,-0.06404086947441101,,0.3873572846253713,0.4566122690836589,0.0692549844582876,PERSISTENT_NOT_ENTITLED,UNSTABLE,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_common_recurrent,generated_fact_241__polarity_flip,599,polarity_flip,0.2956202030181885,0.14778444170951843,-0.14783576130867004,,0.3095076084136963,0.25690139333407086,-0.05260621507962543,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_common_recurrent,generated_fact_265__polarity_flip,635,polarity_flip,0.19538308680057526,0.11808177828788757,-0.07730130851268768,,0.20801767706871033,0.21039731800556183,0.0023796409368515015,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_universal_all_six,satellite_launch__none,24,none,0.32152050733566284,0.2624741494655609,-0.05904635787010193,,0.31923991441726685,0.39000681042671204,0.07076689600944519,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
183,stage196a_universal_all_six,satellite_launch__paraphrase,25,paraphrase,0.35092273354530334,0.6801531910896301,0.3292304575443268,PREDICATE_BLOCKED,0.361735204855601,0.7414296269416809,0.3796944220860799,PERSISTENT_NOT_ENTITLED,UNSTABLE,PREDICATE_BLOCKED
183,stage196a_universal_all_six,generated_fact_039__none,72,none,0.21069014072418213,0.09154031425714493,-0.1191498264670372,,0.20926640431086221,0.16350543250640234,-0.04576097180445987,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_universal_all_six,generated_fact_073__none,108,none,0.3117595613002777,0.14579744637012482,-0.1659621149301529,,0.32135043541590375,0.25463705758253735,-0.0667133778333664,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_universal_all_six,generated_fact_121__none,276,none,0.321209579706192,0.11438511312007904,-0.20682446658611298,,0.3244359989960988,0.19888280828793845,-0.12555319070816037,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_universal_all_six,generated_fact_144__none,324,none,0.35900014638900757,0.18713560700416565,-0.17186453938484192,,0.3314237693945567,0.31052730480829877,-0.020896464586257935,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_universal_all_six,generated_fact_151__polarity_flip,359,polarity_flip,0.22799786925315857,0.11129757016897202,-0.11670029908418655,,0.23837860922018686,0.19609877715508142,-0.04227983206510544,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_universal_all_six,generated_fact_186__polarity_flip,479,polarity_flip,0.38716429471969604,0.0999094545841217,-0.28725484013557434,,0.34447987874348956,0.18069385985533395,-0.1637860188881556,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_universal_all_six,generated_fact_207__polarity_flip,503,polarity_flip,0.2266474962234497,0.09177516400814056,-0.13487233221530914,,0.22239157060782114,0.15908930202325186,-0.06330226858456928,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
183,stage196a_universal_all_six,generated_fact_265__polarity_flip,635,polarity_flip,0.19538308680057526,0.11808177828788757,-0.07730130851268768,,0.20801767706871033,0.21039731800556183,0.0023796409368515015,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,satellite_launch__none,24,none,0.29676228761672974,0.39452728629112244,0.0977649986743927,FRAME_REMAINS_SUBTHRESHOLD,0.26468704640865326,0.36136408646901447,0.09667704006036121,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,satellite_launch__paraphrase,25,paraphrase,0.25951066613197327,0.5239549875259399,0.2644443213939667,PREDICATE_BLOCKED,0.22480798761049905,0.8417033950487772,0.6168954074382782,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,PROPAGATED_TO_SUPPORT
184,stage196a_baseline_recurrent,generated_fact_039__none,72,none,0.1621212512254715,0.3514174818992615,0.18929623067378998,FRAME_REMAINS_SUBTHRESHOLD,0.13503538320461908,0.17284986128409704,0.037814478079477964,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_073__none,108,none,0.2647618353366852,0.4103997051715851,0.1456378698348999,FRAME_REMAINS_SUBTHRESHOLD,0.22111139198144278,0.2556423743565877,0.03453098237514493,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_078__none,132,none,0.3227126896381378,0.389630526304245,0.06691783666610718,FRAME_REMAINS_SUBTHRESHOLD,0.2936716576417287,0.2412817825873693,-0.05238987505435941,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
184,stage196a_baseline_recurrent,generated_fact_086__none,168,none,0.31895625591278076,0.3997291922569275,0.08077293634414673,FRAME_REMAINS_SUBTHRESHOLD,0.3133920232454936,0.2638392448425293,-0.04955277840296429,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
184,stage196a_baseline_recurrent,generated_fact_087__none,180,none,0.21879008412361145,0.4129736125469208,0.19418352842330933,FRAME_REMAINS_SUBTHRESHOLD,0.19257570803165436,0.25022098422050476,0.0576452761888504,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_102__none,216,none,0.26562556624412537,0.35466185212135315,0.08903628587722778,FRAME_REMAINS_SUBTHRESHOLD,0.2381647527217865,0.18007177114486694,-0.058092981576919556,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
184,stage196a_baseline_recurrent,generated_fact_120__none,264,none,0.31270915269851685,0.43393102288246155,0.1212218701839447,FRAME_REMAINS_SUBTHRESHOLD,0.27369239926338196,0.37314366300900775,0.0994512637456258,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_121__none,276,none,0.31825631856918335,0.3924354016780853,0.07417908310890198,FRAME_REMAINS_SUBTHRESHOLD,0.26442233224709827,0.2235711614290873,-0.04085117081801096,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
184,stage196a_baseline_recurrent,generated_fact_135__none,300,none,0.22023776173591614,0.3918197751045227,0.17158201336860657,FRAME_REMAINS_SUBTHRESHOLD,0.19263969858487448,0.21024050315221152,0.017600804567337036,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_144__none,324,none,0.26612529158592224,0.40637582540512085,0.1402505338191986,FRAME_REMAINS_SUBTHRESHOLD,0.23179409404595694,0.28749312460422516,0.05569903055826822,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_146__none,336,none,0.3080432713031769,0.4342513084411621,0.12620803713798523,FRAME_REMAINS_SUBTHRESHOLD,0.2967911611000697,0.4068629542986552,0.11007179319858551,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_151__polarity_flip,359,polarity_flip,0.26464641094207764,0.37620219588279724,0.1115557849407196,FRAME_REMAINS_SUBTHRESHOLD,0.2309896300236384,0.21153564751148224,-0.01945398251215616,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
184,stage196a_baseline_recurrent,generated_fact_158__polarity_flip,395,polarity_flip,0.25280213356018066,0.3496718406677246,0.09686970710754395,FRAME_REMAINS_SUBTHRESHOLD,0.23567672073841095,0.20671976109345755,-0.0289569596449534,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
184,stage196a_baseline_recurrent,generated_fact_172__polarity_flip,443,polarity_flip,0.3530427813529968,0.4422309398651123,0.08918815851211548,FRAME_REMAINS_SUBTHRESHOLD,0.3031322807073593,0.33540356159210205,0.03227128088474274,UNSTABLE,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_186__polarity_flip,479,polarity_flip,0.254250168800354,0.3590123951435089,0.10476222634315491,FRAME_REMAINS_SUBTHRESHOLD,0.22549294928709665,0.1900219867626826,-0.03547096252441406,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
184,stage196a_baseline_recurrent,generated_fact_207__polarity_flip,503,polarity_flip,0.1793026477098465,0.34844473004341125,0.16914208233356476,FRAME_REMAINS_SUBTHRESHOLD,0.1515562484661738,0.16491777201493582,0.013361523548762022,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_210__polarity_flip,515,polarity_flip,0.3430619239807129,0.4080967903137207,0.06503486633300781,FRAME_REMAINS_SUBTHRESHOLD,0.31573205689589184,0.2634363720814387,-0.052295684814453125,UNSTABLE,PERSISTENT_NOT_ENTITLED,
184,stage196a_baseline_recurrent,generated_fact_230__polarity_flip,563,polarity_flip,0.27704694867134094,0.44799870252609253,0.1709517538547516,FRAME_REMAINS_SUBTHRESHOLD,0.27046675980091095,0.4364133377869924,0.16594657798608142,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_241__polarity_flip,599,polarity_flip,0.29467812180519104,0.41793036460876465,0.12325224280357361,FRAME_REMAINS_SUBTHRESHOLD,0.24609299997488657,0.2739834537108739,0.027890453735987336,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_baseline_recurrent,generated_fact_265__polarity_flip,635,polarity_flip,0.17779339849948883,0.40067970752716064,0.22288630902767181,FRAME_REMAINS_SUBTHRESHOLD,0.14245505382617316,0.21772824227809906,0.0752731884519259,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_intervention_recurrent,satellite_launch__none,24,none,0.29676228761672974,0.39452728629112244,0.0977649986743927,FRAME_REMAINS_SUBTHRESHOLD,0.26468704640865326,0.36136408646901447,0.09667704006036121,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_intervention_recurrent,satellite_launch__paraphrase,25,paraphrase,0.25951066613197327,0.5239549875259399,0.2644443213939667,PREDICATE_BLOCKED,0.22480798761049905,0.8417033950487772,0.6168954074382782,PERSISTENT_NOT_ENTITLED,STABLE_SUPPORT,PROPAGATED_TO_SUPPORT
184,stage196a_intervention_recurrent,generated_fact_039__none,72,none,0.1621212512254715,0.3514174818992615,0.18929623067378998,FRAME_REMAINS_SUBTHRESHOLD,0.13503538320461908,0.17284986128409704,0.037814478079477964,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_intervention_recurrent,generated_fact_073__none,108,none,0.2647618353366852,0.4103997051715851,0.1456378698348999,FRAME_REMAINS_SUBTHRESHOLD,0.22111139198144278,0.2556423743565877,0.03453098237514493,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,FRAME_REMAINS_SUBTHRESHOLD
184,stage196a_intervention_recurrent,generated_fact_086__none,168,none,0.31895625591278076,0.3997291922569275,0.08077293634414673,FRAME_REMAINS_SUBTHRESHOLD,0.3133920232454936,0.2638392448425293,-0.04955277840296429,PERSISTENT_NOT_ENTITLED,PERSISTENT_NOT_ENTITLED,
