seed,dev_position,transition,baseline_mechanism_bucket,intervention_mechanism_bucket,frame_prob_delta,predicate_coverage_prob_delta,sufficiency_prob_delta,entitlement_prob_delta,polarity_margin_delta,frame_logit_delta,positive_energy_delta,negative_energy_delta
180,11,neither_persistent,,,0.04288700000000001,0.019380000000000064,0.002271000000000023,0.044821,-0.05983499999999964,0.3969860000000003,-0.003265999999999991,0.056569000000000536
180,12,neither_persistent,,,0.11136100000000004,0.014217000000000035,-0.00020699999999995722,0.073552,0.06561100000000009,0.451196,0.03542799999999957,-0.030181999999999987
180,13,neither_persistent,,,0.12527499999999991,0.01219899999999996,-0.0003589999999999982,0.08272200000000002,0.03425599999999962,0.5140979999999999,0.013101999999999947,-0.021155000000000007
180,14,neither_persistent,,,0.09554200000000002,0.018733,-0.00027800000000000047,0.043869000000000005,0.043682999999999694,0.45431100000000013,0.026119000000000003,-0.01756400000000001
180,15,neither_persistent,,,0.11770399999999998,0.018097999999999947,-0.00020599999999992846,0.08737600000000001,0.08512999999999993,0.476711,0.05153400000000019,-0.03359599999999999
180,16,neither_persistent,,,0.10297800000000001,0.016687000000000007,-0.0002630000000000132,0.05641499999999999,0.05461000000000027,0.440145,0.030356999999999967,-0.024252999999999983
180,17,neither_persistent,,,0.13551500000000005,0.03525699999999998,0.0003389999999999782,0.127456,0.017408000000000007,0.561812,0.10849699999999984,0.0910899999999999
180,18,neither_persistent,,,0.06995100000000001,0.012720000000000009,-0.0003609999999999447,0.025379000000000013,0.02836099999999986,0.3814890000000001,0.013615000000000155,-0.014746000000000009
180,19,neither_persistent,,,0.11547099999999999,0.014891999999999905,-0.00019099999999994122,0.08009499999999997,0.09002799999999977,0.463958,0.051416999999999824,-0.038610000000000005
180,20,neither_persistent,,,0.004136999999999946,0.0009029999999999871,0.00018899999999999993,0.00019999999999999966,-0.135942,0.08877099999999993,-0.006538000000000002,0.12940299999999993
180,21,neither_persistent,,,0.020920999999999967,0.002603000000000022,0.0001849999999999994,0.00028200000000000013,-0.0759810000000003,0.2187809999999999,-0.004142000000000007,0.07184000000000035
180,22,neither_persistent,,,-0.00068,-0.0010629999999999997,-7.399999999999941e-05,0.0,0.12706400000000007,-0.03523399999999999,0.12595500000000004,-0.0011089999999999989
180,23,neither_persistent,,,0.03492099999999998,0.010180000000000078,0.0008509999999999351,0.041027000000000036,-0.041083999999999676,0.3993470000000001,-0.0012880000000000114,0.0397949999999998
180,24,baseline_persistent_to_intervention_persistent,MULTI_LOCAL_CHANNEL_FAILURE,MULTI_LOCAL_CHANNEL_FAILURE,0.09908800000000001,0.015993000000000035,-0.00025399999999997647,0.03553099999999999,0.035808000000000284,0.49711799999999995,0.019589999999999996,-0.016216999999999995
180,25,baseline_persistent_to_intervention_persistent,MULTI_LOCAL_CHANNEL_FAILURE,MULTI_LOCAL_CHANNEL_FAILURE,0.10896600000000001,0.018106999999999984,-0.0003469999999999862,0.04033300000000001,0.022914999999999797,0.5227480000000001,0.010245999999999977,-0.012666999999999998
180,26,neither_persistent,,,0.069461,0.01064799999999999,-0.0002909999999999302,0.020251000000000005,0.025376000000000065,0.4259440000000001,0.008312000000000097,-0.017064999999999997
180,27,neither_persistent,,,0.109095,0.013629000000000002,-0.00021099999999996122,0.045750999999999986,0.057566000000000006,0.474227,0.02856499999999995,-0.029001
180,28,neither_persistent,,,0.100938,0.01604500000000003,-0.00023700000000004273,0.030635999999999997,0.04440899999999992,0.495355,0.02838099999999999,-0.016028
180,29,neither_persistent,,,0.09989699999999999,0.014564000000000021,-0.00021999999999999797,0.032022999999999996,0.04880899999999988,0.4866069999999999,0.03131900000000032,-0.017490000000000006
180,30,neither_persistent,,,0.08868700000000002,0.011375999999999997,-0.00030999999999992145,0.023082,0.033166999999999724,0.48595999999999995,0.015657999999999728,-0.01751000000000001
180,31,neither_persistent,,,0.13374999999999998,0.008380999999999972,-0.00025799999999998047,0.03857799999999999,0.07732899999999976,0.538693,0.05057200000000028,-0.026756000000000002
180,32,neither_persistent,,,0.0042600000000000415,0.0012100000000000444,0.000183,0.0002009999999999998,-0.14492700000000003,0.12362800000000007,-0.005172999999999997,0.13975500000000007
180,33,neither_persistent,,,0.012084999999999901,0.004701000000000066,0.00013899999999999937,0.00020300000000000006,-0.139942,0.23558499999999993,-0.0036629999999999996,0.1362779999999999
180,34,neither_persistent,,,-0.00020599999999999785,-0.0010679999999999995,0.00020500000000000032,-9.999999999999997e-07,0.10855999999999999,-0.008990000000000276,0.10791499999999998,-0.0006449999999999997
180,35,neither_persistent,,,0.08104100000000003,0.029720999999999997,0.0011630000000000251,0.08811799999999992,-0.01608700000000063,0.508529,0.012390999999999985,0.02847800000000067
180,36,neither_persistent,,,0.07439899999999999,0.01921700000000004,-0.0001220000000000665,0.06598399999999999,-0.007394000000000123,0.3793850000000001,0.006997000000000142,0.01439199999999996
180,37,neither_persistent,,,0.04124799999999995,0.020193000000000016,-0.0003130000000000077,0.051234,-0.543952,0.40709700000000004,-0.24101000000000017,0.30294299999999996
180,38,neither_persistent,,,0.08288499999999999,0.01978599999999997,-0.0001420000000000865,0.06454200000000004,0.06312000000000006,0.37823000000000007,0.03470199999999979,-0.028418999999999972
180,39,neither_persistent,,,0.08588799999999996,0.012789999999999968,-0.0001300000000000745,0.06189699999999998,0.12821999999999978,0.37129199999999996,0.05866300000000013,-0.06955599999999995
180,40,neither_persistent,,,0.06012899999999999,0.015952999999999995,-0.00016099999999996673,0.060350000000000015,-0.28455600000000003,0.3661749999999999,-0.11150200000000021,0.17305400000000026
180,41,neither_persistent,,,0.08119500000000002,-0.002151000000000014,-0.0002790000000000292,0.028279,0.047892000000000046,0.349272,0.011390000000000011,-0.03650200000000001
180,42,neither_persistent,,,0.07618899999999995,0.014951000000000048,-0.00027399999999999647,0.04460700000000001,0.04140599999999983,0.39573099999999994,0.024505,-0.016901999999999973
180,43,neither_persistent,,,0.023878000000000066,0.013034999999999908,-0.0007630000000000692,0.026555999999999913,-0.5516880000000001,0.3270430000000002,-0.23953199999999963,0.312157
180,44,neither_persistent,,,0.0034600000000000186,0.0007399999999999629,0.00021100000000000025,0.00021700000000000018,-0.14074999999999993,0.074716,-0.004976999999999995,0.13577499999999998
180,45,neither_persistent,,,0.007252999999999954,0.0010829999999999451,0.00010600000000000019,0.0001510000000000001,-0.05479199999999995,0.14062700000000028,-0.00608800000000001,0.0487040000000003
180,46,neither_persistent,,,-0.0007139999999999994,-0.0010039999999999997,-0.0001460000000000003,-1.0000000000000006e-06,0.13114400000000015,-0.03857500000000025,0.130204,-0.0009399999999999964
180,47,neither_persistent,,,0.007085000000000008,0.007187999999999972,-0.008144999999999958,0.005117000000000038,-0.028195999999999444,0.20400899999999966,-0.006207000000000018,0.02198900000000048
180,48,neither_persistent,,,0.07949499999999998,0.004118999999999984,-0.00022500000000003073,0.052557999999999994,0.048868000000000134,0.40781200000000006,0.02744200000000019,-0.021426
180,49,neither_persistent,,,0.08691799999999994,0.009855000000000058,-0.00028600000000000847,0.06733500000000003,0.024084999999999912,0.45048599999999994,0.01916999999999991,-0.004915000000000003
180,50,neither_persistent,,,0.07212300000000005,-0.0013659999999999783,-0.00024599999999996847,0.043816999999999995,0.023787000000000003,0.3879929999999999,0.017138000000000098,-0.006648999999999905
180,51,neither_persistent,,,0.05792699999999995,0.00463799999999992,-0.0002790000000000292,0.041862000000000066,-0.08211499999999994,0.392895,-0.028896000000000033,0.05321900000000013
180,52,neither_persistent,,,0.10410299999999995,0.0009500000000000064,-0.0003889999999999727,0.045899999999999996,0.051137999999999906,0.44956599999999997,0.02336799999999961,-0.027770000000000017
180,53,neither_persistent,,,0.10143599999999997,0.010404999999999998,-0.00019000000000002348,0.06702400000000003,0.13222500000000004,0.42274200000000006,0.05786599999999975,-0.07435900000000006
180,54,neither_persistent,,,0.08110200000000001,-0.0009639999999999649,-0.00022900000000003473,0.04892200000000002,0.056089000000000055,0.392054,0.031216000000000133,-0.024873000000000034
180,55,neither_persistent,,,0.09018800000000005,-0.00818000000000002,-0.00035600000000002296,0.028371000000000007,0.04017600000000021,0.38912500000000005,0.008765999999999607,-0.031410999999999994
180,56,neither_persistent,,,0.0037039999999999296,0.0011799999999999589,0.0001780000000000002,0.0001879999999999998,-0.13794299999999993,0.06408600000000009,-0.004926,0.133019
180,57,neither_persistent,,,0.016138999999999903,0.00479099999999999,0.0003430000000000004,0.00043099999999999996,-0.10542499999999988,0.17087299999999983,-0.0008770000000000028,0.10454700000000017
180,58,neither_persistent,,,-0.0007890000000000015,-0.0011799999999999988,0.00014699999999999956,0.0,0.1346670000000001,-0.04239700000000024,0.13269599999999993,-0.0019710000000000005
180,59,neither_persistent,,,0.013240999999999947,0.009352999999999945,-0.007249999999999979,0.013610000000000011,-0.03393200000000007,0.2845040000000001,-0.006883000000000028,0.027049000000000767
180,60,neither_persistent,,,0.11066799999999999,0.03918700000000008,-4.199999999998649e-05,0.08568,0.06509600000000004,0.456673,0.05190299999999981,-0.013192999999999996
180,61,neither_persistent,,,0.09992600000000001,0.026204000000000005,-4.8000000000048004e-05,0.07433500000000001,0.05759500000000006,0.40795000000000003,0.043924000000000074,-0.013671000000000003
180,62,neither_persistent,,,0.080728,0.040346999999999966,3.100000000000325e-05,0.04757700000000001,0.057148999999999894,0.42991100000000004,0.044538999999999884,-0.012609999999999996
180,63,neither_persistent,,,0.10210000000000002,0.0413,-3.599999999992498e-05,0.07259200000000002,0.0697779999999999,0.460534,0.05769800000000025,-0.012079999999999994
180,64,neither_persistent,,,0.10311400000000004,0.033255000000000035,1.6999999999933735e-05,0.08709700000000004,0.077048,0.417375,0.059888000000000385,-0.01716100000000001
180,65,neither_persistent,,,0.10624499999999998,0.03800199999999998,-8.800000000008801e-05,0.066435,0.05642600000000009,0.43778900000000004,0.04303800000000013,-0.013386000000000009
180,66,neither_persistent,,,0.03508800000000001,0.02257899999999996,0.000148000000000037,0.012594999999999999,0.041456999999999855,0.3544269999999998,0.02779700000000007,-0.013661000000000006
180,67,neither_persistent,,,0.12722499999999992,0.05094599999999999,0.00010399999999999299,0.09173199999999998,0.07397399999999976,0.522304,0.08034300000000005,0.006368999999999986
180,68,neither_persistent,,,0.005417000000000005,0.0015620000000000633,7.699999999999981e-05,0.0001010000000000004,-0.12335300000000005,0.08075400000000021,-0.006485000000000005,0.11686899999999989
180,69,neither_persistent,,,0.03949499999999995,0.00573900000000005,0.0002149999999999999,0.0004109999999999999,-0.12055799999999994,0.32499500000000014,-0.005324000000000009,0.11523399999999984
180,70,neither_persistent,,,-0.0005210000000000006,-0.0010439999999999998,-0.00011899999999999931,-9.999999999999997e-07,0.1000669999999999,-0.02751799999999971,0.09933999999999998,-0.0007279999999999995
180,71,neither_persistent,,,0.05672699999999997,0.016398000000000024,2.1000000000048757e-05,0.06408600000000009,-0.06322599999999934,0.4541569999999999,-0.03253299999999998,0.030693999999999555
180,72,baseline_persistent_to_intervention_persistent,MULTI_LOCAL_CHANNEL_FAILURE,MULTI_LOCAL_CHANNEL_FAILURE,0.06642899999999999,0.030852999999999964,-0.00012299999999998423,0.039420999999999984,0.03733899999999979,0.3470279999999999,0.01873699999999978,-0.018602000000000007
180,73,neither_persistent,,,0.126581,0.019996000000000014,-0.00018300000000004424,0.089196,0.04626700000000028,0.510686,0.017438999999999982,-0.028828999999999994
180,74,neither_persistent,,,0.026339,0.018959000000000004,-0.00022699999999997722,0.009352,0.028224999999999945,0.26568800000000015,0.014712999999999976,-0.013511999999999996
180,75,neither_persistent,,,0.030847,0.024058000000000024,-0.00015699999999996272,0.012778999999999999,0.030417999999999612,0.2842870000000002,0.014990999999999755,-0.015427999999999997
180,76,neither_persistent,,,0.06034199999999998,0.026156999999999986,-0.000152000000000041,0.031911999999999996,0.03344399999999981,0.3288739999999999,0.015668999999999933,-0.017775
180,77,neither_persistent,,,0.06623599999999996,0.033433000000000046,-9.899999999996023e-05,0.03983299999999999,0.044640000000000235,0.359669,0.017304999999999904,-0.027334999999999998
180,78,neither_persistent,,,0.024216,0.006379999999999997,-0.0003149999999999542,0.004149,0.026021999999999768,0.2989630000000001,0.013062000000000129,-0.012959000000000005
180,79,neither_persistent,,,0.117726,0.013667999999999986,0.00011700000000003374,0.024197999999999997,0.08263099999999968,0.475287,0.053584999999999994,-0.02904599999999999
180,80,neither_persistent,,,0.002699000000000007,0.0009299999999999864,0.0001910000000000002,0.00020000000000000052,-0.13311699999999993,0.076816,-0.004411999999999999,0.12870500000000007
180,81,neither_persistent,,,0.01736700000000002,0.002894999999999981,8.200000000000048e-05,0.00017,-0.10697099999999993,0.23139900000000013,-0.004210000000000005,0.1027610000000001
180,82,neither_persistent,,,-0.0007820000000000014,-0.0011179999999999992,-6.899999999999962e-05,-1.0000000000000006e-06,0.10988799999999999,-0.03378100000000028,0.10864099999999999,-0.0012469999999999981
180,83,neither_persistent,,,0.06782499999999991,0.024208000000000007,0.0016199999999999548,0.07880200000000004,-0.05178399999999961,0.47906000000000004,0.0005589999999999762,0.05234200000000033
180,84,neither_persistent,,,0.08991799999999994,0.01817599999999997,-0.00014599999999997948,0.07069199999999998,0.08463500000000002,0.365191,0.05709799999999987,-0.027537000000000034
180,85,neither_persistent,,,0.09590100000000001,0.013811999999999935,-0.00024500000000005073,0.08201999999999998,0.04122199999999987,0.459562,0.0455479999999997,0.0043259999999999965
180,86,neither_persistent,,,0.05635699999999999,0.019172999999999996,-0.0002169999999999117,0.029794,0.04912699999999992,0.3206770000000001,0.03174900000000003,-0.01737799999999999
180,87,neither_persistent,,,0.050932000000000005,0.011147000000000018,-0.00020700000000006824,0.025112999999999996,0.04467800000000022,0.282713,0.023706000000000227,-0.02097199999999999
180,88,neither_persistent,,,0.08921699999999999,0.020255000000000023,-9.499999999995623e-05,0.07048900000000002,0.11684399999999995,0.35882400000000003,0.0701609999999997,-0.046682
180,89,neither_persistent,,,0.0757469999999999,0.018340000000000023,-9.300000000000974e-05,0.064023,0.175624,0.32359000000000004,0.08201100000000006,-0.09361300000000006
180,90,neither_persistent,,,0.023039000000000004,-4.099999999998549e-05,-0.0003109999999999502,0.0033970000000000007,0.04348900000000011,0.2836860000000003,0.026658999999999988,-0.016829999999999998
180,91,neither_persistent,,,0.09385399999999999,0.01211000000000001,-0.00023399999999995647,0.053141999999999995,0.05449199999999976,0.381164,0.03298700000000032,-0.021505000000000024
180,92,neither_persistent,,,0.002434999999999965,0.0011400000000000299,0.00015800000000000015,0.00016299999999999995,-0.12903600000000015,0.050617000000000356,-0.004185999999999995,0.1248499999999999
180,93,neither_persistent,,,0.015566999999999998,0.005531999999999981,6.100000000000029e-05,0.00014999999999999996,-0.09158500000000003,0.15423300000000006,-0.0034109999999999974,0.08817399999999997
180,94,neither_persistent,,,-0.0007659999999999993,-0.0011970000000000001,0.00017900000000000034,0.0,0.12430799999999986,-0.04188199999999975,0.12313200000000002,-0.0011760000000000034
180,95,neither_persistent,,,0.019583999999999935,0.010599999999999943,-0.00231899999999996,0.024499999999999966,-0.049436000000000035,0.2804099999999998,-0.00401900000000005,0.045418000000000625
180,96,neither_persistent,,,0.10185999999999995,0.017357000000000067,-0.00010299999999996423,0.07125400000000001,0.027200000000000113,0.42349000000000003,0.010458999999999996,-0.016741000000000006
180,97,neither_persistent,,,0.053871,0.0041760000000000685,-0.00019000000000002348,0.04665700000000006,0.025121999999999645,0.39855399999999985,-0.018775999999999904,-0.04389799999999999
180,98,neither_persistent,,,0.013598999999999993,0.0006829999999999892,-0.00021100000000007224,0.0033060000000000016,0.019697999999999993,0.24488399999999988,0.006104000000000109,-0.013594000000000009
180,99,neither_persistent,,,0.06693200000000002,0.022909999999999986,-5.100000000002325e-05,0.032363,0.029212999999999933,0.42990300000000015,0.017304999999999904,-0.011908999999999989
180,100,neither_persistent,,,0.09345900000000001,0.01727500000000004,-0.00017299999999997873,0.054641999999999996,0.030368000000000173,0.39786299999999997,0.0119119999999997,-0.018456
180,101,neither_persistent,,,0.11857100000000004,0.020795000000000008,-0.00013199999999990997,0.091611,0.06448799999999988,0.47889899999999996,0.03108399999999989,-0.03340399999999999
180,102,neither_persistent,,,0.010554000000000001,0.0043410000000000115,-0.00019799999999992046,0.001999,0.02521600000000035,0.22076800000000008,0.012814000000000103,-0.012402000000000003
180,103,neither_persistent,,,0.08951900000000002,0.01151599999999997,-0.00020199999999992446,0.04585399999999998,0.013478000000000101,0.410926,0.003207000000000182,-0.010271000000000002
180,104,neither_persistent,,,0.0021019999999999373,0.0008329999999999727,0.00020100000000000066,0.00020599999999999959,-0.10829899999999992,0.06726600000000005,-0.0063560000000000005,0.10194300000000012
180,105,neither_persistent,,,0.019113000000000047,0.0032240000000000046,0.00010799999999999959,0.00020199999999999992,-0.06881300000000001,0.223557,-0.0038709999999999994,0.06494200000000006
180,106,neither_persistent,,,-0.00044199999999999795,-0.0010500000000000006,-0.00011599999999999978,0.0,0.11369700000000016,-0.020512000000000086,0.11316700000000002,-0.0005319999999999978
180,107,neither_persistent,,,0.011361999999999983,0.004338999999999982,-0.00689799999999996,0.006676000000000015,-0.01935600000000015,0.29403099999999993,-0.005489999999999995,0.013867000000000296
180,108,baseline_persistent_to_intervention_persistent,MULTI_LOCAL_CHANNEL_FAILURE,MULTI_LOCAL_CHANNEL_FAILURE,0.11039700000000002,0.01260699999999998,-0.00023399999999995647,0.042356000000000005,0.035422000000000065,0.523541,0.01524800000000015,-0.020173999999999997
180,109,neither_persistent,,,0.08628199999999997,0.02217900000000006,-0.0004089999999999927,0.07936500000000002,-0.12354600000000016,0.589208,-0.037798,0.08574799999999994
180,110,neither_persistent,,,0.081124,0.012107999999999952,-0.00018499999999999073,0.026823000000000007,0.03996999999999984,0.45525800000000005,0.017364999999999853,-0.022606999999999988
180,111,neither_persistent,,,0.037853,0.006419000000000008,-0.0002670000000000172,0.007743,0.02952699999999986,0.4101419999999998,0.015622000000000025,-0.013905
180,112,neither_persistent,,,0.10191299999999998,0.013687999999999978,-0.00022699999999997722,0.038493,0.03153499999999987,0.5346350000000001,0.01354500000000014,-0.017990999999999993
180,113,neither_persistent,,,0.10568799999999998,-0.004076999999999997,-0.00038199999999999346,0.022063000000000006,0.03189200000000003,0.510359,0.00379900000000033,-0.028092999999999993
180,114,neither_persistent,,,0.05954699999999999,0.013270000000000004,-0.00020900000000001473,0.015851999999999998,0.03919500000000031,0.37701799999999985,0.020756999999999692,-0.018436999999999995
180,115,neither_persistent,,,0.08544300000000002,0.004824999999999996,-0.00048000000000003595,0.019758000000000005,0.01874100000000034,0.494146,0.005407999999999635,-0.013332999999999998
180,116,neither_persistent,,,0.0025239999999999707,0.0007089999999999597,0.0002180000000000003,0.0002249999999999995,-0.12273899999999993,0.08360600000000007,-0.006099999999999994,0.11664000000000008
180,117,neither_persistent,,,0.01952900000000002,0.003678999999999988,7.399999999999941e-05,0.00017700000000000007,-0.10060000000000002,0.28187200000000034,-0.0036759999999999987,0.09692400000000001
180,118,neither_persistent,,,-0.00034299999999999956,-0.0010859999999999984,-0.00026199999999999835,0.0,0.11197499999999994,-0.016138999999999903,0.11142099999999999,-0.0005530000000000049
180,119,neither_persistent,,,0.057477,0.014111000000000096,-0.0016180000000000083,0.06217399999999995,-0.06216799999999978,0.49892899999999996,-0.033636,0.028531000000000084
180,120,neither_persistent,,,0.10791200000000001,0.03007100000000007,-0.0001220000000000665,0.07714299999999996,0.07113499999999995,0.433574,0.04760399999999976,-0.023530999999999996
180,121,neither_persistent,,,0.10943900000000006,0.013871999999999995,-0.0003810000000000757,0.07694600000000001,0.12297800000000025,0.49357800000000007,0.06587399999999999,-0.05710500000000002
180,122,neither_persistent,,,0.06665499999999996,0.015305999999999986,-0.0003069999999999462,0.022793999999999995,0.034434000000000076,0.3824599999999998,0.019230999999999998,-0.015203000000000008
180,123,neither_persistent,,,0.061646000000000006,0.01752300000000001,-0.00020799999999998597,0.023734000000000005,0.031868999999999925,0.359329,0.013211000000000084,-0.018658000000000008
180,124,neither_persistent,,,0.078126,0.020570000000000033,-0.00022999999999995246,0.032892000000000005,0.036423000000000094,0.40558800000000006,0.019458999999999893,-0.016965999999999995
180,125,neither_persistent,,,0.10400999999999994,0.03154900000000005,2.0000000000020002e-05,0.08435599999999999,0.224348,0.42457,0.12515600000000004,-0.09919199999999995
180,126,neither_persistent,,,0.037862999999999994,-0.0003760000000000152,-0.0006809999999999317,0.004733000000000001,0.024334000000000078,0.36495599999999984,0.010013000000000272,-0.014321
180,127,neither_persistent,,,0.102607,0.014472999999999958,-0.00028600000000000847,0.04052700000000001,0.04530300000000009,0.41719,0.024827000000000155,-0.020476000000000008
180,128,neither_persistent,,,0.003255000000000008,0.0011200000000000099,0.00018399999999999927,0.00019300000000000046,-0.1336520000000001,0.07552899999999996,-0.004669999999999994,0.12898300000000007
180,129,neither_persistent,,,0.01738799999999996,0.0030810000000000004,0.0001510000000000001,0.00024200000000000003,-0.1148760000000002,0.21232099999999976,-0.003803000000000001,0.11107299999999976
180,130,neither_persistent,,,-0.0009399999999999999,-0.0011520000000000002,3.400000000000104e-05,-1.0000000000000006e-06,0.11925199999999991,-0.04568899999999987,0.1179110000000001,-0.001341999999999996
180,131,neither_persistent,,,0.04228199999999993,0.017629000000000006,0.0002569999999999517,0.05199900000000002,-0.06319300000000005,0.41576500000000016,-0.005908000000000024,0.05728600000000039
180,132,neither_persistent,FRAME_ONLY_FAILURE,,0.11366799999999999,0.03959899999999994,-0.0002380000000000715,0.08069699999999999,0.04097599999999968,0.463287,0.017229000000000383,-0.02374699999999999
180,133,neither_persistent,,,0.135594,0.01114599999999999,-0.0006489999999998997,0.07968799999999998,0.04589299999999996,0.549519,0.006655999999999995,-0.03923599999999999
180,134,neither_persistent,,,0.021474999999999994,0.0015560000000000018,-0.0004999999999999449,0.004535000000000001,0.03554499999999994,0.30536699999999994,0.011865000000000236,-0.023680999999999994
180,135,neither_persistent,,,0.06918399999999997,0.027061,-0.0002750000000000252,0.026951999999999997,0.027649999999999952,0.39600900000000006,0.010820000000000274,-0.016829999999999998
180,136,neither_persistent,,,0.10383999999999999,0.027899000000000007,-0.000288000000000066,0.073214,0.05990399999999996,0.41688800000000004,0.013525999999999705,-0.046378
180,137,neither_persistent,,,0.08990500000000001,0.033092999999999984,-0.0003370000000000317,0.05054299999999999,0.024875999999999898,0.41768400000000006,0.007833999999999897,-0.017043000000000003
180,138,neither_persistent,,,0.05276799999999998,4.599999999999049e-05,-0.0005509999999999682,0.007289,0.035796999999999635,0.40930199999999983,0.01894700000000027,-0.016849000000000003
180,139,neither_persistent,,,0.122973,0.03095199999999998,-0.0002869999999999262,0.06501600000000002,0.060341999999999896,0.496741,0.021279999999999966,-0.039061999999999986
180,140,neither_persistent,,,0.001998999999999973,0.0009289999999999576,0.0001780000000000002,0.00018700000000000053,-0.12499599999999988,0.06717399999999962,-0.0035400000000000015,0.12145600000000023
180,141,neither_persistent,,,0.006767999999999996,0.001931000000000016,8.80000000000004e-05,0.0001269999999999995,-0.09946800000000011,0.1422460000000001,-0.003249000000000002,0.09621900000000005
180,142,neither_persistent,,,-0.0004599999999999986,-0.0011260000000000003,-0.00023800000000000036,-1.0000000000000006e-06,0.11458499999999994,-0.020456999999999947,0.11347799999999997,-0.0011060000000000028
180,143,neither_persistent,,,0.020942999999999934,0.010670000000000068,0.0015929999999999556,0.028266000000000013,-0.04622499999999974,0.33122700000000016,0.006119000000000013,0.052343999999999724
180,144,neither_persistent,,,0.06539600000000001,0.019416999999999907,-7.799999999991147e-05,0.05697799999999997,0.01688299999999998,0.3390939999999999,0.007265999999999995,-0.009617999999999988
180,145,neither_persistent,,,0.06751999999999991,0.015008999999999939,-0.00016599999999999948,0.065639,-0.164339,0.4497660000000001,-0.09344300000000016,0.07089599999999996
180,146,neither_persistent,,,0.085397,0.0061269999999999936,-0.00021999999999999797,0.03242300000000001,0.016780999999999935,0.344351,0.0046680000000001165,-0.012114
180,147,neither_persistent,,,0.07405600000000001,0.01023099999999999,-0.00023099999999998122,0.031637,0.01950699999999994,0.302657,0.007722999999999924,-0.011784000000000003
180,148,neither_persistent,,,0.069214,0.02371000000000001,-0.00010100000000001774,0.059819999999999984,0.026787000000000116,0.35803799999999997,0.018187000000000175,-0.008600999999999998
180,149,neither_persistent,,,0.09232100000000004,0.024260999999999977,-0.00010499999999991072,0.072318,0.04667600000000016,0.371619,0.031236000000000264,-0.015439999999999982
180,150,neither_persistent,,,0.059088,-0.0008539999999999937,-0.0003869999999999152,0.006918999999999998,0.017262999999999806,0.3541940000000001,0.004922999999999789,-0.012339999999999997
180,151,neither_persistent,,,0.06614699999999996,0.008900000000000019,-0.00029800000000002047,0.03295100000000001,-0.0013139999999998153,0.3723219999999998,-0.011111000000000093,-0.009797
180,152,neither_persistent,,,0.00284300000000004,0.0009510000000000352,0.00020799999999999985,0.00021400000000000065,-0.14200499999999994,0.06575499999999979,-0.004296999999999995,0.13770799999999994
180,153,neither_persistent,,,0.007894999999999985,0.001831000000000027,4.80000000000003e-05,9.399999999999947e-05,-0.05683899999999986,0.11622099999999991,-0.003716999999999998,0.053120999999999974
180,154,neither_persistent,,,-0.0005119999999999986,-0.0010710000000000008,-0.0001570000000000009,-9.999999999999997e-07,0.120811,-0.030338999999999672,0.12014999999999998,-0.0006600000000000009
180,155,neither_persistent,,,0.01868100000000006,0.010854999999999948,-0.003002999999999978,0.02403999999999995,-0.023895999999999695,0.2771629999999998,-0.019308000000000047,0.0045880000000000365
