schema_version,source_pair_id,layer_index,endpoint,estimand,contrast_value
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_044,5,POST4_SPEED,DELTA_NAME,-0.07941877841949463
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_045,5,POST4_SPEED,DELTA_NAME,-0.0016205310821533203
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_046,5,POST4_SPEED,DELTA_NAME,0.01048743724822998
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_047,5,POST4_SPEED,DELTA_NAME,0.01537775993347168
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_048,5,POST4_SPEED,DELTA_NAME,0.03998208045959473
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_049,5,POST4_SPEED,DELTA_NAME,0.04569065570831299
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_050,5,POST4_SPEED,DELTA_NAME,-0.1457120180130005
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_051,5,POST4_SPEED,DELTA_NAME,-0.058356285095214844
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_052,5,POST4_SPEED,DELTA_NAME,0.10042953491210938
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_053,5,POST4_SPEED,DELTA_NAME,0.040148019790649414
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_054,5,POST4_SPEED,DELTA_NAME,-0.0399705171585083
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_055,5,POST4_SPEED,DELTA_NAME,0.08841133117675781
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_056,5,POST4_SPEED,DELTA_NAME,-0.07976889610290527
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_057,5,POST4_SPEED,DELTA_NAME,-0.0020492076873779297
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_058,5,POST4_SPEED,DELTA_NAME,0.009145855903625488
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_059,5,POST4_SPEED,DELTA_NAME,0.015445709228515625
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_060,5,POST4_SPEED,DELTA_NAME,0.039994239807128906
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_061,5,POST4_SPEED,DELTA_NAME,0.044992804527282715
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_062,5,POST4_SPEED,DELTA_NAME,-0.14375531673431396
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_063,5,POST4_SPEED,DELTA_NAME,-0.057906389236450195
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_064,5,POST4_SPEED,DELTA_NAME,0.1004403829574585
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_065,5,POST4_SPEED,DELTA_NAME,0.040985703468322754
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_066,5,POST4_SPEED,DELTA_NAME,-0.039643049240112305
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_067,5,POST4_SPEED,DELTA_NAME,0.08869385719299316
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_068,5,POST4_SPEED,DELTA_NAME,-0.07936930656433105
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_069,5,POST4_SPEED,DELTA_NAME,-0.0038292407989501953
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_070,5,POST4_SPEED,DELTA_NAME,0.010073661804199219
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_071,5,POST4_SPEED,DELTA_NAME,0.014338016510009766
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_072,5,POST4_SPEED,DELTA_NAME,0.03996610641479492
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_073,5,POST4_SPEED,DELTA_NAME,0.04494369029998779
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_074,5,POST4_SPEED,DELTA_NAME,-0.143416166305542
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_075,5,POST4_SPEED,DELTA_NAME,-0.05866408348083496
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_076,5,POST4_SPEED,DELTA_NAME,0.0993889570236206
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_077,5,POST4_SPEED,DELTA_NAME,0.04137086868286133
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_078,5,POST4_SPEED,DELTA_NAME,-0.040352463722229004
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_079,5,POST4_SPEED,DELTA_NAME,0.09001052379608154
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_080,5,POST4_SPEED,DELTA_NAME,-0.07788598537445068
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_081,5,POST4_SPEED,DELTA_NAME,-0.003992199897766113
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_082,5,POST4_SPEED,DELTA_NAME,0.008973479270935059
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_083,5,POST4_SPEED,DELTA_NAME,0.015324831008911133
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_084,5,POST4_SPEED,DELTA_NAME,0.03944993019104004
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_085,5,POST4_SPEED,DELTA_NAME,0.04518473148345947
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_086,5,POST4_SPEED,DELTA_NAME,-0.14493882656097412
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_087,5,POST4_SPEED,DELTA_NAME,-0.05944061279296875
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_088,5,POST4_SPEED,DELTA_NAME,0.10131585597991943
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_089,5,POST4_SPEED,DELTA_NAME,0.0418088436126709
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_090,5,POST4_SPEED,DELTA_NAME,-0.03913605213165283
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_091,5,POST4_SPEED,DELTA_NAME,0.08810126781463623
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_092,5,POST4_SPEED,DELTA_NAME,-0.07935404777526855
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_093,5,POST4_SPEED,DELTA_NAME,-0.002293825149536133
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_094,5,POST4_SPEED,DELTA_NAME,0.010264396667480469
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_095,5,POST4_SPEED,DELTA_NAME,0.013804912567138672
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_096,5,POST4_SPEED,DELTA_NAME,0.03897547721862793
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_097,5,POST4_SPEED,DELTA_NAME,0.045229434967041016
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_098,5,POST4_SPEED,DELTA_NAME,-0.14460694789886475
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_099,5,POST4_SPEED,DELTA_NAME,-0.058153629302978516
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_100,5,POST4_SPEED,DELTA_NAME,0.10013389587402344
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_101,5,POST4_SPEED,DELTA_NAME,0.038161516189575195
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_102,5,POST4_SPEED,DELTA_NAME,-0.039186954498291016
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_103,5,POST4_SPEED,DELTA_NAME,0.08806872367858887
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_104,5,POST4_SPEED,DELTA_NAME,-0.08008050918579102
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_105,5,POST4_SPEED,DELTA_NAME,-0.004050254821777344
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_106,5,POST4_SPEED,DELTA_NAME,0.010350942611694336
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_107,5,POST4_SPEED,DELTA_NAME,0.016183137893676758
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_108,5,POST4_SPEED,DELTA_NAME,0.03992331027984619
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_109,5,POST4_SPEED,DELTA_NAME,0.04532647132873535
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_110,5,POST4_SPEED,DELTA_NAME,-0.14364337921142578
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_111,5,POST4_SPEED,DELTA_NAME,-0.05868875980377197
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_112,5,POST4_SPEED,DELTA_NAME,0.10068738460540771
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_113,5,POST4_SPEED,DELTA_NAME,0.039949893951416016
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_114,5,POST4_SPEED,DELTA_NAME,-0.041908979415893555
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_115,5,POST4_SPEED,DELTA_NAME,0.08798742294311523
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_116,5,POST4_SPEED,DELTA_NAME,-0.08090424537658691
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_117,5,POST4_SPEED,DELTA_NAME,-0.0023306608200073242
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_118,5,POST4_SPEED,DELTA_NAME,0.0116194486618042
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_119,5,POST4_SPEED,DELTA_NAME,0.014640331268310547
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_120,5,POST4_SPEED,DELTA_NAME,0.03872501850128174
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_121,5,POST4_SPEED,DELTA_NAME,0.046549439430236816
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_122,5,POST4_SPEED,DELTA_NAME,-0.14388656616210938
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_123,5,POST4_SPEED,DELTA_NAME,-0.05859363079071045
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_124,5,POST4_SPEED,DELTA_NAME,0.09984147548675537
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_125,5,POST4_SPEED,DELTA_NAME,0.037384867668151855
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_126,5,POST4_SPEED,DELTA_NAME,-0.04092967510223389
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_127,5,POST4_SPEED,DELTA_NAME,0.0891028642654419
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_128,5,POST4_SPEED,DELTA_NAME,-0.07980966567993164
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_129,5,POST4_SPEED,DELTA_NAME,-0.0042858123779296875
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_130,5,POST4_SPEED,DELTA_NAME,0.0098801851272583
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_131,5,POST4_SPEED,DELTA_NAME,0.017929792404174805
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_132,5,POST4_SPEED,DELTA_NAME,0.04055225849151611
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_133,5,POST4_SPEED,DELTA_NAME,0.045128583908081055
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_134,5,POST4_SPEED,DELTA_NAME,-0.14441931247711182
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_135,5,POST4_SPEED,DELTA_NAME,-0.05736899375915527
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_136,5,POST4_SPEED,DELTA_NAME,0.10113525390625
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_137,5,POST4_SPEED,DELTA_NAME,0.040198326110839844
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_138,5,POST4_SPEED,DELTA_NAME,-0.03984522819519043
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_139,5,POST4_SPEED,DELTA_NAME,0.08791911602020264
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_140,5,POST4_SPEED,DELTA_NAME,-0.07980823516845703
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_141,5,POST4_SPEED,DELTA_NAME,-0.0014160871505737305
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_142,5,POST4_SPEED,DELTA_NAME,0.010111331939697266
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_143,5,POST4_SPEED,DELTA_NAME,0.014359116554260254
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_144,5,POST4_SPEED,DELTA_NAME,0.039179205894470215
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_145,5,POST4_SPEED,DELTA_NAME,0.04560554027557373
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_146,5,POST4_SPEED,DELTA_NAME,-0.14327311515808105
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_147,5,POST4_SPEED,DELTA_NAME,-0.05890798568725586
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_148,5,POST4_SPEED,DELTA_NAME,0.09886336326599121
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_149,5,POST4_SPEED,DELTA_NAME,0.040084123611450195
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_150,5,POST4_SPEED,DELTA_NAME,-0.03914177417755127
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_151,5,POST4_SPEED,DELTA_NAME,0.08824419975280762
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_152,5,POST4_SPEED,DELTA_NAME,-0.08062756061553955
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_153,5,POST4_SPEED,DELTA_NAME,-0.0047757625579833984
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_154,5,POST4_SPEED,DELTA_NAME,0.009456753730773926
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_155,5,POST4_SPEED,DELTA_NAME,0.016909480094909668
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_156,5,POST4_SPEED,DELTA_NAME,0.04089236259460449
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_157,5,POST4_SPEED,DELTA_NAME,0.04527592658996582
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_158,5,POST4_SPEED,DELTA_NAME,-0.14444732666015625
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_159,5,POST4_SPEED,DELTA_NAME,-0.057871103286743164
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_160,5,POST4_SPEED,DELTA_NAME,0.10068821907043457
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_161,5,POST4_SPEED,DELTA_NAME,0.04201841354370117
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_162,5,POST4_SPEED,DELTA_NAME,-0.0395277738571167
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_163,5,POST4_SPEED,DELTA_NAME,0.08929991722106934
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_164,5,POST4_SPEED,DELTA_NAME,-0.07886946201324463
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_165,5,POST4_SPEED,DELTA_NAME,-0.0030072927474975586
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_166,5,POST4_SPEED,DELTA_NAME,0.010422825813293457
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_167,5,POST4_SPEED,DELTA_NAME,0.014587998390197754
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_168,5,POST4_SPEED,DELTA_NAME,0.0386049747467041
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_169,5,POST4_SPEED,DELTA_NAME,0.046280622482299805
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_170,5,POST4_SPEED,DELTA_NAME,-0.1450502872467041
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_171,5,POST4_SPEED,DELTA_NAME,-0.06014204025268555
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_172,5,POST4_SPEED,DELTA_NAME,0.0994410514831543
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_173,5,POST4_SPEED,DELTA_NAME,0.04151642322540283
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_174,5,POST4_SPEED,DELTA_NAME,-0.04025912284851074
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_175,5,POST4_SPEED,DELTA_NAME,0.08867037296295166
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_176,5,POST4_SPEED,DELTA_NAME,-0.08041536808013916
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_177,5,POST4_SPEED,DELTA_NAME,-0.003128647804260254
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_178,5,POST4_SPEED,DELTA_NAME,0.010024666786193848
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_179,5,POST4_SPEED,DELTA_NAME,0.016735315322875977
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_180,5,POST4_SPEED,DELTA_NAME,0.03916668891906738
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_181,5,POST4_SPEED,DELTA_NAME,0.045443058013916016
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_182,5,POST4_SPEED,DELTA_NAME,-0.144362211227417
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_183,5,POST4_SPEED,DELTA_NAME,-0.05733847618103027
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_184,5,POST4_SPEED,DELTA_NAME,0.09987866878509521
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_185,5,POST4_SPEED,DELTA_NAME,0.03985321521759033
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_186,5,POST4_SPEED,DELTA_NAME,-0.0392611026763916
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_187,5,POST4_SPEED,DELTA_NAME,0.08803653717041016
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_188,5,POST4_SPEED,DELTA_NAME,-0.08037161827087402
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_189,5,POST4_SPEED,DELTA_NAME,-0.0020955801010131836
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_190,5,POST4_SPEED,DELTA_NAME,0.011306166648864746
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_191,5,POST4_SPEED,DELTA_NAME,0.015819072723388672
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_192,5,POST4_SPEED,DELTA_NAME,0.03879714012145996
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_193,5,POST4_SPEED,DELTA_NAME,0.04598402976989746
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_194,5,POST4_SPEED,DELTA_NAME,-0.14399957656860352
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_195,5,POST4_SPEED,DELTA_NAME,-0.05937790870666504
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_196,5,POST4_SPEED,DELTA_NAME,0.0983881950378418
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_197,5,POST4_SPEED,DELTA_NAME,0.03960239887237549
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_198,5,POST4_SPEED,DELTA_NAME,-0.04186666011810303
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_199,5,POST4_SPEED,DELTA_NAME,0.08769547939300537
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_200,5,POST4_SPEED,DELTA_NAME,-0.08058011531829834
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_201,5,POST4_SPEED,DELTA_NAME,-0.004354596138000488
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_202,5,POST4_SPEED,DELTA_NAME,0.010510921478271484
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_203,5,POST4_SPEED,DELTA_NAME,0.01585566997528076
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_204,5,POST4_SPEED,DELTA_NAME,0.039395689964294434
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_205,5,POST4_SPEED,DELTA_NAME,0.04605400562286377
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_206,5,POST4_SPEED,DELTA_NAME,-0.14422690868377686
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_207,5,POST4_SPEED,DELTA_NAME,-0.05809831619262695
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_208,5,POST4_SPEED,DELTA_NAME,0.10125172138214111
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_209,5,POST4_SPEED,DELTA_NAME,0.038080692291259766
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_210,5,POST4_SPEED,DELTA_NAME,-0.04027915000915527
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_211,5,POST4_SPEED,DELTA_NAME,0.08882176876068115
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_212,5,POST4_SPEED,DELTA_NAME,-0.08097922801971436
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_213,5,POST4_SPEED,DELTA_NAME,-0.0022939443588256836
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_214,5,POST4_SPEED,DELTA_NAME,0.010781645774841309
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_215,5,POST4_SPEED,DELTA_NAME,0.016531705856323242
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_216,5,POST4_SPEED,DELTA_NAME,0.03998148441314697
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_217,5,POST4_SPEED,DELTA_NAME,0.04598796367645264
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_218,5,POST4_SPEED,DELTA_NAME,-0.14529216289520264
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_219,5,POST4_SPEED,DELTA_NAME,-0.05823230743408203
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_220,5,POST4_SPEED,DELTA_NAME,0.10011780261993408
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_221,5,POST4_SPEED,DELTA_NAME,0.039467573165893555
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_222,5,POST4_SPEED,DELTA_NAME,-0.04064524173736572
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_223,5,POST4_SPEED,DELTA_NAME,0.08827447891235352
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_224,5,POST4_SPEED,DELTA_NAME,-0.08063232898712158
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_225,5,POST4_SPEED,DELTA_NAME,-0.002207040786743164
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_226,5,POST4_SPEED,DELTA_NAME,0.009596467018127441
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_227,5,POST4_SPEED,DELTA_NAME,0.01628577709197998
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_228,5,POST4_SPEED,DELTA_NAME,0.039075374603271484
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_229,5,POST4_SPEED,DELTA_NAME,0.045137882232666016
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_230,5,POST4_SPEED,DELTA_NAME,-0.14304280281066895
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_231,5,POST4_SPEED,DELTA_NAME,-0.057750701904296875
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_232,5,POST4_SPEED,DELTA_NAME,0.1001514196395874
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_233,5,POST4_SPEED,DELTA_NAME,0.040831804275512695
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_234,5,POST4_SPEED,DELTA_NAME,-0.04017436504364014
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_235,5,POST4_SPEED,DELTA_NAME,0.08859443664550781
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_236,5,POST4_SPEED,DELTA_NAME,-0.08078837394714355
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_237,5,POST4_SPEED,DELTA_NAME,-0.0031075477600097656
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_238,5,POST4_SPEED,DELTA_NAME,0.010329127311706543
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_239,5,POST4_SPEED,DELTA_NAME,0.015544891357421875
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_240,5,POST4_SPEED,DELTA_NAME,0.039650917053222656
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_241,5,POST4_SPEED,DELTA_NAME,0.04561161994934082
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_242,5,POST4_SPEED,DELTA_NAME,-0.14376699924468994
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_243,5,POST4_SPEED,DELTA_NAME,-0.05860543251037598
gen4_name_q1_q3_pair_level_contrasts_v1,generated_fact_244,5,POST4_SPEED,DELTA_NAME,0.0988004207611084
