seed,stable_row_id,id,source_row_id,dev_position,epoch,transition_role,intervention_type,in_stage196a_baseline_recurrent,in_stage196a_intervention_recurrent,in_stage196a_common_recurrent,in_stage196a_universal_all_six,gold_label,joint_prediction,intervention_prediction,joint_support,intervention_support,support_status_disagreement,joint_frame,intervention_frame,delta_frame,delta_frame_sign,frame_pass_transition,delta_frame_sign_agrees_with_final_margin_delta_sign,joint_predicate,intervention_predicate,delta_predicate,delta_predicate_sign,predicate_pass_transition,delta_predicate_sign_agrees_with_final_margin_delta_sign,joint_sufficiency,intervention_sufficiency,delta_sufficiency,delta_sufficiency_sign,sufficiency_pass_transition,delta_sufficiency_sign_agrees_with_final_margin_delta_sign,joint_polarity,intervention_polarity,delta_polarity,delta_polarity_sign,polarity_pass_transition,delta_polarity_sign_agrees_with_final_margin_delta_sign,joint_entitlement,intervention_entitlement,delta_entitlement,delta_entitlement_sign,entitlement_pass_transition,delta_entitlement_sign_agrees_with_final_margin_delta_sign,joint_support_vs_ne_margin,intervention_support_vs_ne_margin,delta_support_vs_ne_margin,delta_support_vs_ne_margin_sign,composition_pass_transition
184,reef_protection__none,reef_protection__none,reef_protection__none,48,11,harm,none,false,false,false,false,SUPPORT,NOT_ENTITLED,NOT_ENTITLED,false,false,false,0.5298497080802917,0.5290198922157288,-0.0008298158645629883,negative,STABLE_PASS,true,0.40143126249313354,0.22196312248706818,-0.17946814000606537,negative,STABLE_FAIL,true,0.991647481918335,0.9851263761520386,-0.006521105766296387,negative,STABLE_PASS,true,2.606639862060547,2.369990587234497,-0.2366492748260498,negative,STABLE_PASS,true,0.21092167496681213,0.1156764030456543,-0.09524527192115784,negative,STABLE_FAIL,true,-0.18680047988891602,-0.5920549631118774,-0.4052544832229614,negative,STABLE_FAIL
184,reef_protection__none,reef_protection__none,reef_protection__none,48,12,harm,none,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.6067242622375488,0.48941537737846375,-0.11730888485908508,negative,PASS_TO_FAIL,true,0.5020208358764648,0.24830017983913422,-0.2537206560373306,negative,PASS_TO_FAIL,true,0.9928683638572693,0.9861556887626648,-0.006712675094604492,negative,STABLE_PASS,true,2.763394355773926,2.5202271938323975,-0.24316716194152832,negative,STABLE_PASS,true,0.30241602659225464,0.11983954161405563,-0.182576484978199,negative,STABLE_FAIL,true,0.240869402885437,-0.5700013637542725,-0.8108707666397095,negative,PASS_TO_FAIL
184,reef_protection__none,reef_protection__none,reef_protection__none,48,13,harm,none,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.5783535838127136,0.4069823622703552,-0.1713712215423584,negative,PASS_TO_FAIL,true,0.5578253865242004,0.3062058091163635,-0.2516195774078369,negative,PASS_TO_FAIL,true,0.9935085773468018,0.9875646233558655,-0.005943953990936279,negative,STABLE_PASS,true,2.9885354042053223,2.6209330558776855,-0.3676023483276367,negative,STABLE_PASS,true,0.32052603363990784,0.12307066470384598,-0.19745536893606186,negative,STABLE_FAIL,true,0.3713935613632202,-0.549597978591919,-0.9209915399551392,negative,PASS_TO_FAIL
184,reef_protection__none,reef_protection__none,reef_protection__none,48,14,harm,none,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.5841997861862183,0.3221881687641144,-0.2620116174221039,negative,PASS_TO_FAIL,true,0.6157770156860352,0.3608201742172241,-0.25495684146881104,negative,PASS_TO_FAIL,true,0.993954598903656,0.989190936088562,-0.004763662815093994,negative,STABLE_PASS,true,3.1993770599365234,2.712804079055786,-0.4865729808807373,negative,STABLE_PASS,true,0.35756203532218933,0.11499541252851486,-0.24256662279367447,negative,STABLE_FAIL,true,0.5803211331367493,-0.5686094164848328,-1.148930549621582,negative,PASS_TO_FAIL
184,reef_protection__none,reef_protection__none,reef_protection__none,48,15,harm,none,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.6700249314308167,0.2702327370643616,-0.3997921943664551,negative,PASS_TO_FAIL,true,0.649176299571991,0.40950489044189453,-0.23967140913009644,negative,PASS_TO_FAIL,true,0.9944090247154236,0.9906468391418457,-0.003762185573577881,negative,STABLE_PASS,true,3.3489439487457275,2.8001203536987305,-0.5488235950469971,negative,STABLE_PASS,true,0.4325324296951294,0.10962659120559692,-0.32290583848953247,negative,STABLE_FAIL,true,0.9710889458656311,-0.5775229334831238,-1.5486118793487549,negative,PASS_TO_FAIL
184,reef_protection__none,reef_protection__none,reef_protection__none,48,16,harm,none,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.6540260910987854,0.2663619816303253,-0.3876641094684601,negative,PASS_TO_FAIL,true,0.5710650086402893,0.46347755193710327,-0.10758745670318604,negative,PASS_TO_FAIL,true,0.9947227239608765,0.9918156266212463,-0.002907097339630127,negative,STABLE_PASS,true,3.435415506362915,2.879164218902588,-0.5562512874603271,negative,STABLE_PASS,true,0.37152040004730225,0.12244241684675217,-0.24907798320055008,negative,STABLE_FAIL,true,0.7067244648933411,-0.5130431056022644,-1.2197675704956055,negative,PASS_TO_FAIL
184,reef_protection__none,reef_protection__none,reef_protection__none,48,17,harm,none,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.7508523464202881,0.3174767792224884,-0.4333755671977997,negative,PASS_TO_FAIL,true,0.8014740943908691,0.5049164891242981,-0.29655760526657104,negative,STABLE_PASS,true,0.9951104521751404,0.9924787282943726,-0.0026317238807678223,negative,STABLE_PASS,true,3.4263219833374023,2.9387354850769043,-0.48758649826049805,negative,STABLE_PASS,true,0.5988461971282959,0.15909360349178314,-0.43975259363651276,negative,PASS_TO_FAIL,true,1.7822415232658386,-0.35161811113357544,-2.133859634399414,negative,PASS_TO_FAIL
184,reef_protection__none,reef_protection__none,reef_protection__none,48,18,harm,none,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.6430586576461792,0.4154004454612732,-0.227658212184906,negative,PASS_TO_FAIL,true,0.7701144814491272,0.5156421065330505,-0.25447237491607666,negative,STABLE_PASS,true,0.9952999353408813,0.992644190788269,-0.0026557445526123047,negative,STABLE_PASS,true,3.4699149131774902,2.9614675045013428,-0.5084474086761475,negative,STABLE_PASS,true,0.49290117621421814,0.21262235939502716,-0.280278816819191,negative,STABLE_FAIL,true,1.2787407040596008,-0.12700194120407104,-1.4057426452636719,negative,PASS_TO_FAIL
184,reef_protection__none,reef_protection__none,reef_protection__none,48,19,harm,none,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.5299633145332336,0.4529440999031067,-0.07701921463012695,negative,PASS_TO_FAIL,true,0.5218492150306702,0.4530988037586212,-0.06875041127204895,negative,PASS_TO_FAIL,true,0.9954380393028259,0.9920291900634766,-0.0034088492393493652,negative,STABLE_PASS,true,3.519223690032959,2.9217987060546875,-0.5974249839782715,negative,STABLE_PASS,true,0.2752992808818817,0.20359259843826294,-0.07170668244361877,negative,STABLE_FAIL,true,0.26478809118270874,-0.18732917308807373,-0.45211726427078247,negative,PASS_TO_FAIL
184,reef_protection__none,reef_protection__none,reef_protection__none,48,20,harm,none,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.6299508213996887,0.3602561056613922,-0.2696947157382965,negative,PASS_TO_FAIL,true,0.6354313492774963,0.367218017578125,-0.26821333169937134,negative,PASS_TO_FAIL,true,0.995707094669342,0.9908632636070251,-0.0048438310623168945,negative,STABLE_PASS,true,3.557213544845581,2.8537416458129883,-0.7034718990325928,negative,STABLE_PASS,true,0.39857208728790283,0.13108381628990173,-0.2674882709980011,negative,STABLE_FAIL,true,0.8649323582649231,-0.5052151679992676,-1.3701475262641907,negative,PASS_TO_FAIL
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,1,harm,paraphrase,false,false,false,false,SUPPORT,NOT_ENTITLED,NOT_ENTITLED,false,false,false,0.32912081480026245,0.07174446433782578,-0.2573763504624367,negative,STABLE_FAIL,true,0.7317620515823364,0.7564430236816406,0.0246809720993042,positive,STABLE_PASS,false,0.9564900398254395,0.9157779812812805,-0.040712058544158936,negative,STABLE_PASS,true,-0.6875803470611572,-0.20076215267181396,0.48681819438934326,positive,STABLE_FAIL,false,0.2303592711687088,0.0496998205780983,-0.1806594505906105,negative,STABLE_FAIL,true,-0.5424973666667938,-0.9046940766274929,-0.3621967099606991,negative,STABLE_FAIL
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,2,harm,paraphrase,false,false,false,false,SUPPORT,NOT_ENTITLED,NOT_ENTITLED,false,false,false,0.5271835923194885,0.4944395422935486,-0.03274405002593994,negative,PASS_TO_FAIL,false,0.3795135021209717,0.5037572979927063,0.12424379587173462,positive,FAIL_TO_PASS,true,0.9181336760520935,0.9375941753387451,0.01946049928665161,positive,STABLE_PASS,true,0.5669112205505371,-0.4924600124359131,-1.0593712329864502,negative,PASS_TO_FAIL,false,0.1836940199136734,0.23353363573551178,0.04983961582183838,positive,STABLE_FAIL,true,-0.4793725907802582,-0.42390134930610657,0.05547124147415161,positive,STABLE_FAIL
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,3,harm,paraphrase,false,false,false,false,SUPPORT,NOT_ENTITLED,SUPPORT,false,true,true,0.5645999908447266,0.8742163181304932,0.3096163272857666,positive,STABLE_PASS,true,0.5668872594833374,0.6096998453140259,0.04281258583068848,positive,STABLE_PASS,true,0.6914804577827454,0.9039358496665955,0.2124553918838501,positive,STABLE_PASS,true,-0.44807958602905273,0.7488535642623901,1.1969331502914429,positive,FAIL_TO_PASS,true,0.22131837904453278,0.4818064272403717,0.26048804819583893,positive,STABLE_FAIL,true,-0.39626026153564453,0.47279077768325806,0.8690510392189026,positive,FAIL_TO_PASS
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,4,harm,paraphrase,false,false,false,false,SUPPORT,NOT_ENTITLED,NOT_ENTITLED,false,false,false,0.4531358778476715,0.7800451517105103,0.32690927386283875,positive,FAIL_TO_PASS,true,0.6602404117584229,0.45277270674705505,-0.2074677050113678,negative,PASS_TO_FAIL,false,0.8719230890274048,0.7906082272529602,-0.08131486177444458,negative,STABLE_PASS,false,0.10017836093902588,1.0253947973251343,0.9252164363861084,positive,STABLE_PASS,true,0.26086074113845825,0.2792294919490814,0.01836875081062317,positive,STABLE_FAIL,true,-0.2228521704673767,-0.12335693836212158,0.09949523210525513,positive,STABLE_FAIL
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,5,harm,paraphrase,false,false,false,false,SUPPORT,NOT_ENTITLED,NOT_ENTITLED,false,false,false,0.3851485550403595,0.526271402835846,0.14112284779548645,positive,FAIL_TO_PASS,false,0.5533010959625244,0.41580814123153687,-0.13749295473098755,negative,PASS_TO_FAIL,true,0.9705158472061157,0.7227723002433777,-0.24774354696273804,negative,STABLE_PASS,true,0.6119430065155029,0.6369681358337402,0.025025129318237305,positive,STABLE_PASS,false,0.20681995153427124,0.15816277265548706,-0.04865717887878418,negative,STABLE_FAIL,true,-0.3347218930721283,-0.5150179862976074,-0.18029609322547913,negative,STABLE_FAIL
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,6,harm,paraphrase,false,false,false,false,SUPPORT,NOT_ENTITLED,NOT_ENTITLED,false,false,false,0.5618782043457031,0.35336044430732727,-0.20851776003837585,negative,PASS_TO_FAIL,true,0.5544478297233582,0.5580092668533325,0.0035614371299743652,positive,STABLE_PASS,false,0.9794846177101135,0.8670684695243835,-0.11241614818572998,negative,STABLE_PASS,true,-0.19477295875549316,0.3541688919067383,0.5489418506622314,positive,FAIL_TO_PASS,false,0.3051409423351288,0.17096717655658722,-0.13417376577854156,negative,STABLE_FAIL,true,-0.06681764125823975,-0.46864670515060425,-0.4018290638923645,negative,STABLE_FAIL
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,7,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.5961775183677673,0.3386552929878235,-0.25752222537994385,negative,PASS_TO_FAIL,true,0.6480600833892822,0.7327333688735962,0.08467328548431396,positive,STABLE_PASS,false,0.9814592599868774,0.951633870601654,-0.02982538938522339,negative,STABLE_PASS,true,0.8934921026229858,-0.021015405654907227,-0.9145075082778931,negative,PASS_TO_FAIL,true,0.3791954815387726,0.23614226281642914,-0.14305321872234344,negative,STABLE_FAIL,true,0.23418664932250977,-0.25812751054763794,-0.4923141598701477,negative,PASS_TO_FAIL
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,8,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,NOT_ENTITLED,true,false,true,0.608473002910614,0.40607884526252747,-0.20239415764808655,negative,PASS_TO_FAIL,true,0.7377467751502991,0.7487902045249939,0.011043429374694824,positive,STABLE_PASS,false,0.9790195822715759,0.9755698442459106,-0.003449738025665283,negative,STABLE_PASS,true,1.4575228691101074,0.17500662803649902,-1.2825162410736084,negative,STABLE_PASS,true,0.43948090076446533,0.29663941264152527,-0.14284148812294006,negative,STABLE_FAIL,true,0.3857302665710449,-0.016663968563079834,-0.40239423513412476,negative,PASS_TO_FAIL
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,9,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,SUPPORT,true,true,false,0.654068648815155,0.5208021998405457,-0.13326644897460938,negative,STABLE_PASS,true,0.7723344564437866,0.6725826263427734,-0.09975183010101318,negative,STABLE_PASS,true,0.9855847954750061,0.982324481010437,-0.003260314464569092,negative,STABLE_PASS,true,2.1360790729522705,0.8236584663391113,-1.3124206066131592,negative,STABLE_PASS,true,0.49787774682044983,0.3440910875797272,-0.15378665924072266,negative,STABLE_FAIL,true,0.7452235817909241,0.21025097370147705,-0.534972608089447,negative,STABLE_PASS
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,10,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,SUPPORT,true,true,false,0.8250095248222351,0.6313130259513855,-0.1936964988708496,negative,STABLE_PASS,true,0.8630742430686951,0.5807119607925415,-0.28236228227615356,negative,STABLE_PASS,true,0.9890439510345459,0.9823445081710815,-0.0066994428634643555,negative,STABLE_PASS,true,1.9121320247650146,1.034427285194397,-0.8777047395706177,negative,STABLE_PASS,true,0.7042433023452759,0.36013832688331604,-0.34410497546195984,negative,PASS_TO_FAIL,true,1.6236630976200104,0.2393772006034851,-1.3842858970165253,negative,STABLE_PASS
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,11,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,SUPPORT,true,true,false,0.7425667643547058,0.6796926856040955,-0.06287407875061035,negative,STABLE_PASS,true,0.746650218963623,0.5394541025161743,-0.20719611644744873,negative,STABLE_PASS,true,0.9919272661209106,0.9823051691055298,-0.00962209701538086,negative,STABLE_PASS,true,2.491941213607788,1.9484237432479858,-0.5435174703598022,negative,STABLE_PASS,true,0.5499618053436279,0.3601749837398529,-0.18978682160377502,negative,PASS_TO_FAIL,true,1.2097888588905334,0.26756584644317627,-0.9422230124473572,negative,STABLE_PASS
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,12,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,SUPPORT,true,true,false,0.7885587215423584,0.6621454358100891,-0.1264132857322693,negative,STABLE_PASS,true,0.8044512867927551,0.6488538980484009,-0.15559738874435425,negative,STABLE_PASS,true,0.9924970865249634,0.9830411672592163,-0.00945591926574707,negative,STABLE_PASS,true,2.1679916381835938,2.3176846504211426,0.14969301223754883,positive,STABLE_PASS,false,0.629597544670105,0.4223495125770569,-0.2072480320930481,negative,PASS_TO_FAIL,true,1.5797592401504517,0.5622611045837402,-1.0174981355667114,negative,STABLE_PASS
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,13,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,SUPPORT,true,true,false,0.7420676946640015,0.6008482575416565,-0.14121943712234497,negative,STABLE_PASS,true,0.8048994541168213,0.7364007830619812,-0.06849867105484009,negative,STABLE_PASS,true,0.9931989312171936,0.9868223667144775,-0.0063765645027160645,negative,STABLE_PASS,true,2.4991559982299805,2.6310672760009766,0.1319112777709961,positive,STABLE_PASS,false,0.5932276248931885,0.43663448095321655,-0.15659314393997192,negative,PASS_TO_FAIL,true,1.5524946451187134,0.6989471912384033,-0.8535474538803101,negative,STABLE_PASS
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,14,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,SUPPORT,true,true,false,0.7160001397132874,0.5330778360366821,-0.18292230367660522,negative,STABLE_PASS,true,0.8152357339859009,0.7978067994117737,-0.017428934574127197,negative,STABLE_PASS,true,0.9936800003051758,0.9897312521934509,-0.0039487481117248535,negative,STABLE_PASS,true,2.91444730758667,2.5953528881073,-0.3190944194793701,negative,STABLE_PASS,true,0.5800198316574097,0.42092588543891907,-0.1590939462184906,negative,PASS_TO_FAIL,true,1.5953983664512634,0.6714833974838257,-0.9239149689674377,negative,STABLE_PASS
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,15,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,SUPPORT,true,true,false,0.7634438276290894,0.5112126469612122,-0.2522311806678772,negative,STABLE_PASS,true,0.8274843096733093,0.8453912138938904,0.017906904220581055,positive,STABLE_PASS,false,0.9938428401947021,0.9915292263031006,-0.0023136138916015625,negative,STABLE_PASS,true,2.8766398429870605,2.256899356842041,-0.6197404861450195,negative,STABLE_PASS,true,0.6278480291366577,0.4285138249397278,-0.19933420419692993,negative,PASS_TO_FAIL,true,1.8178235590457916,0.6968595385551453,-1.1209640204906464,negative,STABLE_PASS
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,16,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,SUPPORT,true,true,false,0.7345231771469116,0.5829823017120361,-0.1515408754348755,negative,STABLE_PASS,true,0.762472927570343,0.8911937475204468,0.12872081995010376,positive,STABLE_PASS,false,0.9941222071647644,0.9923633337020874,-0.001758873462677002,negative,STABLE_PASS,true,3.024592161178589,1.4261640310287476,-1.5984281301498413,negative,STABLE_PASS,true,0.556762158870697,0.5155825614929199,-0.0411795973777771,negative,STABLE_PASS,true,1.516496628522873,0.9528542757034302,-0.5636423528194427,negative,STABLE_PASS
184,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,17,harm,paraphrase,false,false,false,false,SUPPORT,SUPPORT,SUPPORT,true,true,false,0.8143346905708313,0.7515866756439209,-0.0627480149269104,negative,STABLE_PASS,true,0.9179916977882385,0.9247426986694336,0.006751000881195068,positive,STABLE_PASS,false,0.9939658045768738,0.9925944209098816,-0.0013713836669921875,negative,STABLE_PASS,true,2.4585866928100586,0.39061427116394043,-2.067972421646118,negative,STABLE_PASS,true,0.7430416345596313,0.6898772716522217,-0.05316436290740967,negative,STABLE_PASS,true,2.187252849340439,1.3994103074073792,-0.7878425419330597,negative,STABLE_PASS
