row_type,seed,intervention_type,intervention_group,target,score,direction_interpretation,n,gold_SUPPORT,gold_REFUTE,gold_NOT_ENTITLED,pred_SUPPORT,pred_REFUTE,pred_NOT_ENTITLED,classifier_entitled,classifier_error,false_entitled,false_support,false_refute,opportunity_rate,false_entitled_rate,not_entitled_recall,entitled_accuracy,mean_frame_prob,mean_predicate_coverage_prob,mean_sufficiency_prob,mean_entitlement_prob,mean_polarity_margin,mean_frame_fail_score,mean_predicate_fail_score,mean_sufficiency_fail_score,mean_entitlement_fail_score,mean_polarity_weak_score,frame_prob_state,predicate_coverage_prob_state,sufficiency_prob_state,entitlement_prob_state,positives,negatives,mean_score_positive,mean_score_negative,mean_pass_probability_positive,raw_auc,expected_direction_auc,inverted_auc,auc_defined
signal,1,entity_swap,match_perturbed,false_entitled,sufficiency_fail_score,expected_positive,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,4,56,0.0062635838985443115,0.0007726039205278669,0.9937364161014557,1.0,1.0,0.0,1
signal,1,entity_swap,match_perturbed,false_entitled,entitlement_fail_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,4,56,0.44905727356672287,0.9997946123310422,0.5509427264332771,0.0,0.0,1.0,1
signal,1,entity_swap,match_perturbed,false_entitled,polarity_weak_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,4,56,-5.306894063949585,-3.9137682787009647,0.0,0.0,0.0,1.0,1
signal,1,entity_swap,match_perturbed,false_support,frame_fail_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,4,56,0.4358324408531189,0.9960764838750558,0.5641675591468811,0.0,0.0,1.0,1
signal,1,entity_swap,match_perturbed,false_support,predicate_fail_score,confidently_inverted,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,4,56,0.0179835706949234,0.9873804967688297,0.9820164293050766,0.0,0.0,1.0,1
signal,1,entity_swap,match_perturbed,false_support,sufficiency_fail_score,expected_positive,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,4,56,0.0062635838985443115,0.0007726039205278669,0.9937364161014557,1.0,1.0,0.0,1
signal,1,entity_swap,match_perturbed,false_support,entitlement_fail_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,4,56,0.44905727356672287,0.9997946123310422,0.5509427264332771,0.0,0.0,1.0,1
signal,1,entity_swap,match_perturbed,false_support,polarity_weak_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,4,56,-5.306894063949585,-3.9137682787009647,0.0,0.0,0.0,1.0,1
signal,1,entity_swap,match_perturbed,false_refute,frame_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.9587268810069266,0.0,0.5,0.5,0.5,0
signal,1,entity_swap,match_perturbed,false_refute,predicate_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.9227540350305693,0.0,0.5,0.5,0.5,0
signal,1,entity_swap,match_perturbed,false_refute,sufficiency_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.00113866925239563,0.0,0.5,0.5,0.5,0
signal,1,entity_swap,match_perturbed,false_refute,entitlement_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.9630787897467542,0.0,0.5,0.5,0.5,0
signal,1,entity_swap,match_perturbed,false_refute,polarity_weak_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,-4.0066433310508724,0.0,0.5,0.5,0.5,0
signal,1,event_swap,match_perturbed,classifier_error,frame_fail_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.39190919200579327,0.9937185371732253,0.6080908079942068,0.0,0.0,1.0,1
signal,1,event_swap,match_perturbed,classifier_error,predicate_fail_score,confidently_inverted,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.11359715461730957,0.9827617735459676,0.8864028453826904,0.0030864197530864196,0.0030864197530864196,0.9969135802469136,1
signal,1,event_swap,match_perturbed,classifier_error,sufficiency_fail_score,expected_positive,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.005601078271865845,0.0006452390441188106,0.9943989217281342,0.9938271604938271,0.9938271604938271,0.006172839506172867,1
signal,1,event_swap,match_perturbed,classifier_error,entitlement_fail_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.44521226237217587,0.9972411050937711,0.5547877376278242,0.0,0.0,1.0,1
signal,1,event_swap,match_perturbed,classifier_error,polarity_weak_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,-5.1849080721537275,-4.3726602483678745,0.0,0.0030864197530864196,0.0030864197530864196,0.9969135802469136,1
signal,1,event_swap,match_perturbed,false_entitled,frame_fail_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.39190919200579327,0.9937185371732253,0.6080908079942068,0.0,0.0,1.0,1
signal,1,event_swap,match_perturbed,false_entitled,predicate_fail_score,confidently_inverted,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.11359715461730957,0.9827617735459676,0.8864028453826904,0.0030864197530864196,0.0030864197530864196,0.9969135802469136,1
signal,1,event_swap,match_perturbed,false_entitled,sufficiency_fail_score,expected_positive,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.005601078271865845,0.0006452390441188106,0.9943989217281342,0.9938271604938271,0.9938271604938271,0.006172839506172867,1
signal,1,event_swap,match_perturbed,false_entitled,entitlement_fail_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.44521226237217587,0.9972411050937711,0.5547877376278242,0.0,0.0,1.0,1
signal,1,event_swap,match_perturbed,false_entitled,polarity_weak_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,-5.1849080721537275,-4.3726602483678745,0.0,0.0030864197530864196,0.0030864197530864196,0.9969135802469136,1
signal,1,event_swap,match_perturbed,false_support,frame_fail_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.39190919200579327,0.9937185371732253,0.6080908079942068,0.0,0.0,1.0,1
signal,1,event_swap,match_perturbed,false_support,predicate_fail_score,confidently_inverted,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.11359715461730957,0.9827617735459676,0.8864028453826904,0.0030864197530864196,0.0030864197530864196,0.9969135802469136,1
signal,1,event_swap,match_perturbed,false_support,sufficiency_fail_score,expected_positive,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.005601078271865845,0.0006452390441188106,0.9943989217281342,0.9938271604938271,0.9938271604938271,0.006172839506172867,1
signal,1,event_swap,match_perturbed,false_support,entitlement_fail_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,0.44521226237217587,0.9972411050937711,0.5547877376278242,0.0,0.0,1.0,1
signal,1,event_swap,match_perturbed,false_support,polarity_weak_score,inverted_low_confidence,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,6,54,-5.1849080721537275,-4.3726602483678745,0.0,0.0030864197530864196,0.0030864197530864196,0.9969135802469136,1
signal,1,event_swap,match_perturbed,false_refute,frame_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.9335376026564821,0.0,0.5,0.5,0.5,0
signal,1,event_swap,match_perturbed,false_refute,predicate_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.8958453116531018,0.0,0.5,0.5,0.5,0
signal,1,event_swap,match_perturbed,false_refute,sufficiency_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.001140822966893514,0.0,0.5,0.5,0.5,0
signal,1,event_swap,match_perturbed,false_refute,entitlement_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.9420382208216116,0.0,0.5,0.5,0.5,0
signal,1,event_swap,match_perturbed,false_refute,polarity_weak_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,-4.45388503074646,0.0,0.5,0.5,0.5,0
signal,1,evidence_deletion,presence_removed,classifier_error,frame_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.00906687080860138,0.0,0.5,0.5,0.5,0
signal,1,evidence_deletion,presence_removed,classifier_error,predicate_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.005774646004041036,0.0,0.5,0.5,0.5,0
signal,1,evidence_deletion,presence_removed,classifier_error,sufficiency_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.9995209980557168,0.0,0.5,0.5,0.5,0
signal,1,evidence_deletion,presence_removed,classifier_error,entitlement_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.9995279606363814,0.0,0.5,0.5,0.5,0
signal,1,evidence_deletion,presence_removed,classifier_error,polarity_weak_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,4.347240249315898,0.0,0.5,0.5,0.5,0
signal,1,evidence_deletion,presence_removed,false_entitled,frame_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.00906687080860138,0.0,0.5,0.5,0.5,0
signal,1,evidence_deletion,presence_removed,false_entitled,predicate_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.005774646004041036,0.0,0.5,0.5,0.5,0
signal,1,evidence_deletion,presence_removed,false_entitled,sufficiency_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.9995209980557168,0.0,0.5,0.5,0.5,0
